state,year,monthno,pop,drug_all,drug_synthetic,drug_other,drug_opium_coke,state_fips
south carolina,2018,4,4191919,873,76,465,332,45
south carolina,2018,5,4191919,962,69,517,376,45
south carolina,2018,6,4191919,901,85,474,342,45
south carolina,2018,7,4191919,913,75,461,377,45
south carolina,2018,8,4191919,946,97,484,365,45
south carolina,2018,9,4191919,877,95,452,330,45
south carolina,2018,10,4191919,864,87,468,309,45
south carolina,2018,11,4191919,810,72,424,314,45
south carolina,2018,12,4191919,834,87,431,316,45
south carolina,2019,1,4250993,921,72,458,391,45
south carolina,2019,2,4250993,873,74,458,341,45
south carolina,2019,3,4250993,1019,96,551,372,45
south carolina,2019,4,4250993,846,94,441,311,45
south carolina,2019,5,4250993,1002,87,559,356,45
south carolina,2019,6,4250993,921,76,478,367,45
south carolina,2019,7,4250993,990,93,562,335,45
south carolina,2019,8,4250993,955,84,540,331,45
south carolina,2019,9,4250993,840,89,465,286,45
south carolina,2019,10,4250993,848,51,493,304,45
south carolina,2019,11,4250993,833,84,447,302,45
south carolina,2019,12,4250993,751,71,424,256,45
south carolina,2020,1,4312613.0000000065,929,75,533,321,45
south carolina,2020,2,4312613.0000000065,910,65,530,315,45
south carolina,2020,3,4312613.0000000065,872,70,467,335,45
south carolina,2020,4,4312613.0000000065,687,63,340,284,45
south carolina,2020,5,4312613.0000000065,968,94,518,356,45
south carolina,2020,6,4312613.0000000065,815,106,460,249,45
south carolina,2020,7,4312613.0000000065,808,68,499,241,45
south carolina,2020,8,4312613.0000000065,827,72,502,253,45
south carolina,2020,9,4312613.0000000065,764,68,466,230,45
south carolina,2020,10,4312613.0000000065,850,75,507,268,45
south carolina,2020,11,4312613.0000000065,757,77,466,214,45
south carolina,2020,12,4312613.0000000065,791,76,452,263,45
south carolina,2021,1,4289608,819,95,502,222,45
south carolina,2021,2,4289608,765,70,448,247,45
south carolina,2021,3,4289608,1071,95,621,355,45
south carolina,2021,4,4289608,950,71,557,322,45
south carolina,2021,5,4289608,908,91,511,306,45
south carolina,2021,6,4289608,915,70,537,308,45
south carolina,2021,7,4289608,896,93,529,274,45
south carolina,2021,8,4289608,783,63,456,264,45
south carolina,2021,9,4289608,717,57,433,227,45
south carolina,2021,10,4289608,691,68,409,214,45
south carolina,2021,11,4289608,672,54,404,214,45
south carolina,2021,12,4289608,688,66,413,209,45
south carolina,2022,1,4362015.000000004,683,68,379,236,45
south carolina,2022,2,4362015.000000004,604,56,359,189,45
south carolina,2022,3,4362015.000000004,818,79,482,257,45
south carolina,2022,4,4362015.000000004,834,83,449,302,45
south carolina,2022,5,4362015.000000004,783,79,446,258,45
south carolina,2022,6,4362015.000000004,839,91,480,268,45
south carolina,2022,7,4362015.000000004,814,80,462,272,45
south carolina,2022,8,4362015.000000004,905,80,507,318,45
south carolina,2022,9,4362015.000000004,812,70,470,272,45
south carolina,2022,10,4362015.000000004,756,82,419,255,45
south carolina,2022,11,4362015.000000004,757,63,434,260,45
south carolina,2022,12,4362015.000000004,740,68,377,295,45
south carolina,2023,1,4441293.999999999,761,58,427,276,45
south carolina,2023,2,4441293.999999999,725,60,419,246,45
south carolina,2023,3,4441293.999999999,838,65,461,312,45
south carolina,2023,4,4441293.999999999,731,55,396,280,45
south carolina,2023,5,4441293.999999999,817,67,426,324,45
south carolina,2023,6,4441293.999999999,825,76,443,306,45
south carolina,2023,7,4441293.999999999,799,59,477,263,45
south carolina,2023,8,4441293.999999999,846,73,456,317,45
south carolina,2023,9,4441293.999999999,745,63,419,263,45
south carolina,2023,10,4441293.999999999,708,69,380,259,45
south carolina,2023,11,4441293.999999999,678,50,402,226,45
south carolina,2023,12,4441293.999999999,701,72,403,226,45
south carolina,2024,1,4538211.999999997,673,64,377,232,45
south carolina,2024,2,4538211.999999997,790,72,441,277,45
south carolina,2024,3,4538211.999999997,784,76,429,279,45
south carolina,2024,4,4538211.999999997,837,72,452,313,45
south carolina,2024,5,4538211.999999997,908,90,493,325,45
south carolina,2024,6,4538211.999999997,746,53,412,281,45
south carolina,2024,7,4538211.999999997,733,70,399,264,45
south carolina,2024,8,4538211.999999997,717,61,402,254,45
south carolina,2024,9,4538211.999999997,703,57,394,252,45
south carolina,2024,10,4538211.999999997,672,52,369,251,45
south carolina,2024,11,4538211.999999997,619,54,337,228,45
south carolina,2024,12,4538211.999999997,630,37,365,228,45
south dakota,2018,1,506092.9999999999,196,3,181,12,46
south dakota,2018,2,506092.9999999999,178,3,162,13,46
south dakota,2018,3,506092.9999999999,288,9,261,18,46
south dakota,2018,4,506092.9999999999,264,8,239,17,46
south dakota,2018,5,506092.9999999999,276,10,253,13,46
south dakota,2018,6,506092.9999999999,297,13,275,9,46
south dakota,2018,7,506092.9999999999,297,3,279,15,46
south dakota,2018,8,506092.9999999999,301,14,260,27,46
south dakota,2018,9,506092.9999999999,224,11,202,11,46
south dakota,2018,10,506092.9999999999,266,13,231,22,46
south dakota,2018,11,506092.9999999999,226,5,208,13,46
south dakota,2018,12,506092.9999999999,232,2,212,18,46
south dakota,2019,1,509133.9999999999,257,10,233,14,46
south dakota,2019,2,509133.9999999999,218,7,201,10,46
south dakota,2019,3,509133.9999999999,292,6,264,22,46
south dakota,2019,4,509133.9999999999,295,7,269,19,46
south dakota,2019,5,509133.9999999999,313,13,282,18,46
south dakota,2019,6,509133.9999999999,278,6,256,16,46
south dakota,2019,7,509133.9999999999,277,11,254,12,46
south dakota,2019,8,509133.9999999999,352,9,320,23,46
south dakota,2019,9,509133.9999999999,312,8,286,18,46
south dakota,2019,10,509133.9999999999,278,11,253,14,46
south dakota,2019,11,509133.9999999999,283,1,264,18,46
south dakota,2019,12,509133.9999999999,217,6,197,14,46
south dakota,2020,1,514633.0000000001,289,3,270,16,46
south dakota,2020,2,514633.0000000001,277,4,256,17,46
south dakota,2020,3,514633.0000000001,255,8,232,15,46
south dakota,2020,4,514633.0000000001,189,4,174,11,46
south dakota,2020,5,514633.0000000001,314,4,284,26,46
south dakota,2020,6,514633.0000000001,312,8,290,14,46
south dakota,2020,7,514633.0000000001,264,2,244,18,46
south dakota,2020,8,514633.0000000001,324,11,291,22,46
south dakota,2020,9,514633.0000000001,252,6,235,11,46
south dakota,2020,10,514633.0000000001,257,6,235,16,46
south dakota,2020,11,514633.0000000001,196,1,190,5,46
south dakota,2020,12,514633.0000000001,249,2,233,14,46
south dakota,2021,1,519142.00000000006,257,4,239,14,46
south dakota,2021,2,519142.00000000006,235,5,223,7,46
south dakota,2021,3,519142.00000000006,280,3,267,10,46
south dakota,2021,4,519142.00000000006,296,4,276,16,46
south dakota,2021,5,519142.00000000006,247,3,225,19,46
south dakota,2021,6,519142.00000000006,252,8,222,22,46
south dakota,2021,7,519142.00000000006,225,5,206,14,46
south dakota,2021,8,519142.00000000006,314,9,275,30,46
south dakota,2021,9,519142.00000000006,260,8,242,10,46
south dakota,2021,10,519142.00000000006,261,3,246,12,46
south dakota,2021,11,519142.00000000006,239,1,223,15,46
south dakota,2021,12,519142.00000000006,215,2,202,11,46
south dakota,2022,1,521911.9999999999,224,5,205,14,46
south dakota,2022,2,521911.9999999999,230,7,208,15,46
south dakota,2022,3,521911.9999999999,286,4,264,18,46
south dakota,2022,4,521911.9999999999,182,7,165,10,46
south dakota,2022,5,521911.9999999999,271,6,253,12,46
south dakota,2022,6,521911.9999999999,262,8,236,18,46
south dakota,2022,7,521911.9999999999,266,5,248,13,46
south dakota,2022,8,521911.9999999999,337,4,306,27,46
south dakota,2022,9,521911.9999999999,295,2,279,14,46
south dakota,2022,10,521911.9999999999,199,3,188,8,46
south dakota,2022,11,521911.9999999999,224,4,206,14,46
south dakota,2022,12,521911.9999999999,185,3,177,5,46
south dakota,2023,1,530348,223,6,208,9,46
south dakota,2023,2,530348,199,3,185,11,46
south dakota,2023,3,530348,275,5,251,19,46
south dakota,2023,4,530348,224,5,211,8,46
south dakota,2023,5,530348,255,10,233,12,46
south dakota,2023,6,530348,242,10,222,10,46
south dakota,2023,7,530348,231,6,211,14,46
south dakota,2023,8,530348,291,8,265,18,46
south dakota,2023,9,530348,221,6,202,13,46
south dakota,2023,10,530348,168,10,149,9,46
south dakota,2023,11,530348,202,3,185,14,46
south dakota,2023,12,530348,209,8,189,12,46
south dakota,2024,1,535124,171,8,150,13,46
south dakota,2024,2,535124,282,17,242,23,46
south dakota,2024,3,535124,240,12,218,10,46
south dakota,2024,4,535124,243,7,227,9,46
south dakota,2024,5,535124,221,7,200,14,46
south dakota,2024,6,535124,258,12,230,16,46
south dakota,2024,7,535124,273,12,243,18,46
south dakota,2024,8,535124,313,8,259,46,46
south dakota,2024,9,535124,232,7,209,16,46
south dakota,2024,10,535124,259,6,242,11,46
south dakota,2024,11,535124,194,4,169,21,46
south dakota,2024,12,535124,208,4,189,15,46
tennessee,2018,1,6199668.999999994,1437,181,871,385,47
tennessee,2018,2,6199668.999999994,1573,243,941,389,47
tennessee,2018,3,6199668.999999994,1988,236,1258,494,47
tennessee,2018,4,6199668.999999994,1787,202,1124,461,47
tennessee,2018,5,6199668.999999994,1726,180,1120,426,47
tennessee,2018,6,6199668.999999994,1739,194,1117,428,47
tennessee,2018,7,6199668.999999994,1770,226,1125,419,47
tennessee,2018,8,6199668.999999994,1881,203,1204,474,47
tennessee,2018,9,6199668.999999994,1624,196,1038,390,47
tennessee,2018,10,6199668.999999994,1612,161,1061,390,47
tennessee,2018,11,6199668.999999994,1382,148,915,319,47
tennessee,2018,12,6199668.999999994,1395,157,914,324,47
tennessee,2019,1,6254315.000000003,1612,217,1064,331,47
tennessee,2019,2,6254315.000000003,1475,155,1008,312,47
tennessee,2019,3,6254315.000000003,1722,177,1157,388,47
tennessee,2019,4,6254315.000000003,1584,171,1060,353,47
tennessee,2019,5,6254315.000000003,1799,200,1170,429,47
tennessee,2019,6,6254315.000000003,1844,190,1207,447,47
tennessee,2019,7,6254315.000000003,1875,196,1247,432,47
tennessee,2019,8,6254315.000000003,1929,202,1284,443,47
tennessee,2019,9,6254315.000000003,1777,195,1139,443,47
tennessee,2019,10,6254315.000000003,1690,179,1121,390,47
tennessee,2019,11,6254315.000000003,1484,156,985,343,47
tennessee,2019,12,6254315.000000003,1566,152,1050,364,47
tennessee,2020,1,6305665.000000001,1692,191,1105,396,47
tennessee,2020,2,6305665.000000001,1681,149,1121,411,47
tennessee,2020,3,6305665.000000001,1365,132,908,325,47
tennessee,2020,4,6305665.000000001,952,72,629,251,47
tennessee,2020,5,6305665.000000001,1743,195,1081,467,47
tennessee,2020,6,6305665.000000001,1537,158,1007,372,47
tennessee,2020,7,6305665.000000001,1492,142,966,384,47
tennessee,2020,8,6305665.000000001,1629,156,1067,406,47
tennessee,2020,9,6305665.000000001,1543,166,987,390,47
tennessee,2020,10,6305665.000000001,1564,171,989,404,47
tennessee,2020,11,6305665.000000001,1308,133,863,312,47
tennessee,2020,12,6305665.000000001,1326,125,818,383,47
tennessee,2021,1,6383334.999999999,1708,149,1170,389,47
tennessee,2021,2,6383334.999999999,1458,124,978,356,47
tennessee,2021,3,6383334.999999999,2040,174,1358,508,47
tennessee,2021,4,6383334.999999999,2257,207,1458,592,47
tennessee,2021,5,6383334.999999999,1992,167,1277,548,47
tennessee,2021,6,6383334.999999999,1714,156,1117,441,47
tennessee,2021,7,6383334.999999999,1816,186,1123,507,47
tennessee,2021,8,6383334.999999999,1656,189,1007,460,47
tennessee,2021,9,6383334.999999999,1337,127,848,362,47
tennessee,2021,10,6383334.999999999,1564,165,992,407,47
tennessee,2021,11,6383334.999999999,1430,147,900,383,47
tennessee,2021,12,6383334.999999999,1452,148,920,384,47
tennessee,2022,1,6437767.999999998,1314,127,850,337,47
tennessee,2022,2,6437767.999999998,1451,141,930,380,47
tennessee,2022,3,6437767.999999998,1734,187,1114,433,47
tennessee,2022,4,6437767.999999998,1545,156,982,407,47
tennessee,2022,5,6437767.999999998,1492,145,925,422,47
tennessee,2022,6,6437767.999999998,1445,157,921,367,47
tennessee,2022,7,6437767.999999998,1479,182,926,371,47
tennessee,2022,8,6437767.999999998,1444,153,910,381,47
tennessee,2022,9,6437767.999999998,1364,156,853,355,47
tennessee,2022,10,6437767.999999998,1366,176,815,375,47
tennessee,2022,11,6437767.999999998,1250,131,777,342,47
tennessee,2022,12,6437767.999999998,1276,143,805,328,47
tennessee,2023,1,6505218.000000003,1415,177,894,344,47
tennessee,2023,2,6505218.000000003,1296,151,800,345,47
tennessee,2023,3,6505218.000000003,1513,157,954,402,47
tennessee,2023,4,6505218.000000003,1501,183,948,370,47
tennessee,2023,5,6505218.000000003,1523,193,965,365,47
tennessee,2023,6,6505218.000000003,1496,180,969,347,47
tennessee,2023,7,6505218.000000003,1345,175,831,339,47
tennessee,2023,8,6505218.000000003,1406,182,878,346,47
tennessee,2023,9,6505218.000000003,1415,209,849,357,47
tennessee,2023,10,6505218.000000003,1291,140,830,321,47
tennessee,2023,11,6505218.000000003,1169,143,739,287,47
tennessee,2023,12,6505218.000000003,1166,156,708,302,47
tennessee,2024,1,6598795.000000004,1121,154,719,248,47
tennessee,2024,2,6598795.000000004,1327,193,805,329,47
tennessee,2024,3,6598795.000000004,1436,184,910,342,47
tennessee,2024,4,6598795.000000004,1421,192,944,285,47
tennessee,2024,5,6598795.000000004,1428,183,930,315,47
tennessee,2024,6,6598795.000000004,1415,175,905,335,47
tennessee,2024,7,6598795.000000004,1380,192,847,341,47
tennessee,2024,8,6598795.000000004,1356,186,864,306,47
tennessee,2024,9,6598795.000000004,1275,172,821,282,47
tennessee,2024,10,6598795.000000004,1176,176,770,230,47
tennessee,2024,11,6598795.000000004,1103,119,734,250,47
tennessee,2024,12,6598795.000000004,1001,145,620,236,47
texas,2018,1,22343913.000000015,4011,655,1790,1566,48
texas,2018,2,22343913.000000015,3741,578,1661,1502,48
texas,2018,3,22343913.000000015,4613,655,1998,1960,48
texas,2018,4,22343913.000000015,4342,616,1970,1756,48
texas,2018,5,22343913.000000015,4163,575,1792,1796,48
texas,2018,6,22343913.000000015,3743,588,1785,1370,48
texas,2018,7,22343913.000000015,3968,643,1852,1473,48
texas,2018,8,22343913.000000015,4274,605,2079,1590,48
texas,2018,9,22343913.000000015,3839,443,1938,1458,48
texas,2018,10,22343913.000000015,3849,467,1942,1440,48
texas,2018,11,22343913.000000015,3621,419,1840,1362,48
texas,2018,12,22343913.000000015,3574,445,1810,1319,48
texas,2019,1,22533928,4353,513,2299,1541,48
texas,2019,2,22533928,4140,479,2190,1471,48
texas,2019,3,22533928,4769,623,2433,1713,48
texas,2019,4,22533928,4272,487,2330,1455,48
texas,2019,5,22533928,4411,524,2428,1459,48
texas,2019,6,22533928,3922,461,2100,1361,48
texas,2019,7,22533928,4373,524,2430,1419,48
texas,2019,8,22533928,4089,487,2265,1337,48
texas,2019,9,22533928,3724,401,2108,1215,48
texas,2019,10,22533928,3521,362,2013,1146,48
texas,2019,11,22533928,3381,260,2025,1096,48
texas,2019,12,22533928,3562,329,2068,1165,48
texas,2020,1,22791284.00000004,3894,358,2410,1126,48
texas,2020,2,22791284.00000004,3849,327,2350,1172,48
texas,2020,3,22791284.00000004,3345,264,2112,969,48
texas,2020,4,22791284.00000004,2450,186,1459,805,48
texas,2020,5,22791284.00000004,3680,264,2191,1225,48
texas,2020,6,22791284.00000004,2774,278,1725,771,48
texas,2020,7,22791284.00000004,2622,185,1728,709,48
texas,2020,8,22791284.00000004,3406,253,2174,979,48
texas,2020,9,22791284.00000004,3578,279,2344,955,48
texas,2020,10,22791284.00000004,3566,220,2288,1058,48
texas,2020,11,22791284.00000004,3611,221,2431,959,48
texas,2020,12,22791284.00000004,3229,194,2140,895,48
texas,2021,1,22890213.999999993,3944,223,2621,1100,48
texas,2021,2,22890213.999999993,3139,167,2097,875,48
texas,2021,3,22890213.999999993,4809,312,3253,1244,48
texas,2021,4,22890213.999999993,4651,253,3177,1221,48
texas,2021,5,22890213.999999993,4187,252,2880,1055,48
texas,2021,6,22890213.999999993,4231,243,2846,1142,48
texas,2021,7,22890213.999999993,3944,186,2707,1051,48
texas,2021,8,22890213.999999993,3691,187,2546,958,48
texas,2021,9,22890213.999999993,3348,129,2251,968,48
texas,2021,10,22890213.999999993,3581,179,2398,1004,48
texas,2021,11,22890213.999999993,3383,136,2339,908,48
texas,2021,12,22890213.999999993,3420,181,2322,917,48
texas,2022,1,23083891.000000026,3384,164,2309,911,48
texas,2022,2,23083891.000000026,3220,157,2177,886,48
texas,2022,3,23083891.000000026,4181,182,2850,1149,48
texas,2022,4,23083891.000000026,3894,196,2631,1067,48
texas,2022,5,23083891.000000026,3935,195,2660,1080,48
texas,2022,6,23083891.000000026,3614,184,2353,1077,48
texas,2022,7,23083891.000000026,3732,180,2572,980,48
texas,2022,8,23083891.000000026,3829,188,2584,1057,48
texas,2022,9,23083891.000000026,3757,182,2594,981,48
texas,2022,10,23083891.000000026,3626,205,2417,1004,48
texas,2022,11,23083891.000000026,3184,146,2185,853,48
texas,2022,12,23083891.000000026,3394,199,2268,927,48
texas,2023,1,23407371.000000015,3986,232,2699,1055,48
texas,2023,2,23407371.000000015,3664,197,2503,964,48
texas,2023,3,23407371.000000015,4341,204,2970,1167,48
texas,2023,4,23407371.000000015,3842,216,2686,940,48
texas,2023,5,23407371.000000015,3598,233,2486,879,48
texas,2023,6,23407371.000000015,3349,189,2268,892,48
texas,2023,7,23407371.000000015,3276,209,2191,876,48
texas,2023,8,23407371.000000015,3505,219,2378,908,48
texas,2023,9,23407371.000000015,3518,207,2394,917,48
texas,2023,10,23407371.000000015,3503,202,2325,976,48
texas,2023,11,23407371.000000015,3265,189,2184,892,48
texas,2023,12,23407371.000000015,3314,200,2223,891,48
texas,2024,1,23955609.000000015,3410,249,2266,895,48
texas,2024,2,23955609.000000015,3713,227,2463,1023,48
texas,2024,3,23955609.000000015,4012,223,2641,1148,48
texas,2024,4,23955609.000000015,4067,246,2719,1102,48
texas,2024,5,23955609.000000015,3915,221,2672,1022,48
texas,2024,6,23955609.000000015,3764,227,2485,1052,48
texas,2024,7,23955609.000000015,3713,198,2487,1028,48
texas,2024,8,23955609.000000015,3963,237,2653,1073,48
texas,2024,9,23955609.000000015,3855,227,2589,1039,48
texas,2024,10,23955609.000000015,3875,216,2582,1077,48
texas,2024,11,23955609.000000015,3403,147,2298,958,48
texas,2024,12,23955609.000000015,3570,171,2397,1002,48
utah,2018,1,2096831.9999999984,801,26,621,154,49
utah,2018,2,2096831.9999999984,651,16,481,154,49
utah,2018,3,2096831.9999999984,778,17,573,188,49
utah,2018,4,2096831.9999999984,663,22,486,155,49
utah,2018,5,2096831.9999999984,782,12,576,194,49
utah,2018,6,2096831.9999999984,688,13,522,153,49
utah,2018,7,2096831.9999999984,756,22,561,173,49
utah,2018,8,2096831.9999999984,727,17,549,161,49
utah,2018,9,2096831.9999999984,748,19,576,153,49
utah,2018,10,2096831.9999999984,650,24,477,149,49
utah,2018,11,2096831.9999999984,623,12,461,150,49
utah,2018,12,2096831.9999999984,500,6,358,136,49
utah,2019,1,2129998,685,28,504,153,49
utah,2019,2,2129998,512,6,374,132,49
utah,2019,3,2129998,653,10,476,167,49
utah,2019,4,2129998,648,10,466,172,49
utah,2019,5,2129998,609,14,424,171,49
utah,2019,6,2129998,650,15,464,171,49
utah,2019,7,2129998,643,7,487,149,49
utah,2019,8,2129998,639,9,455,175,49
utah,2019,9,2129998,663,4,488,171,49
utah,2019,10,2129998,572,8,417,147,49
utah,2019,11,2129998,569,9,401,159,49
utah,2019,12,2129998,481,14,359,108,49
utah,2020,1,2160941.9999999995,548,14,386,148,49
utah,2020,2,2160941.9999999995,489,13,334,142,49
utah,2020,3,2160941.9999999995,425,13,302,110,49
utah,2020,4,2160941.9999999995,356,12,238,106,49
utah,2020,5,2160941.9999999995,480,8,311,161,49
utah,2020,6,2160941.9999999995,399,10,251,138,49
utah,2020,7,2160941.9999999995,401,8,264,129,49
utah,2020,8,2160941.9999999995,402,11,242,149,49
utah,2020,9,2160941.9999999995,382,10,249,123,49
utah,2020,10,2160941.9999999995,351,11,228,112,49
utah,2020,11,2160941.9999999995,336,11,210,115,49
utah,2020,12,2160941.9999999995,392,12,248,132,49
utah,2021,1,2219770,406,14,263,129,49
utah,2021,2,2219770,385,9,235,141,49
utah,2021,3,2219770,509,16,317,176,49
utah,2021,4,2219770,530,14,319,197,49
utah,2021,5,2219770,500,12,285,203,49
utah,2021,6,2219770,514,13,322,179,49
utah,2021,7,2219770,487,18,286,183,49
utah,2021,8,2219770,469,21,288,160,49
utah,2021,9,2219770,458,19,280,159,49
utah,2021,10,2219770,403,6,254,143,49
utah,2021,11,2219770,388,6,258,124,49
utah,2021,12,2219770,379,15,229,135,49
utah,2022,1,2267953.9999999963,443,12,288,143,49
utah,2022,2,2267953.9999999963,411,7,250,154,49
utah,2022,3,2267953.9999999963,498,11,325,162,49
utah,2022,4,2267953.9999999963,393,13,262,118,49
utah,2022,5,2267953.9999999963,426,12,279,135,49
utah,2022,6,2267953.9999999963,399,11,249,139,49
utah,2022,7,2267953.9999999963,414,16,251,147,49
utah,2022,8,2267953.9999999963,470,23,306,141,49
utah,2022,9,2267953.9999999963,528,26,336,166,49
utah,2022,10,2267953.9999999963,469,14,291,164,49
utah,2022,11,2267953.9999999963,378,8,241,129,49
utah,2022,12,2267953.9999999963,381,18,233,130,49
utah,2023,1,2298919.000000001,454,16,296,142,49
utah,2023,2,2298919.000000001,418,11,274,133,49
utah,2023,3,2298919.000000001,503,22,349,132,49
utah,2023,4,2298919.000000001,458,16,323,119,49
utah,2023,5,2298919.000000001,587,38,391,158,49
utah,2023,6,2298919.000000001,540,27,373,140,49
utah,2023,7,2298919.000000001,514,39,353,122,49
utah,2023,8,2298919.000000001,581,43,369,169,49
utah,2023,9,2298919.000000001,502,38,333,131,49
utah,2023,10,2298919.000000001,509,48,330,131,49
utah,2023,11,2298919.000000001,431,48,278,105,49
utah,2023,12,2298919.000000001,543,58,347,138,49
utah,2024,1,2349907.000000002,508,49,341,118,49
utah,2024,2,2349907.000000002,485,54,317,114,49
utah,2024,3,2349907.000000002,573,72,396,105,49
utah,2024,4,2349907.000000002,500,48,347,105,49
utah,2024,5,2349907.000000002,536,61,368,107,49
utah,2024,6,2349907.000000002,532,68,378,86,49
utah,2024,7,2349907.000000002,595,74,406,115,49
utah,2024,8,2349907.000000002,561,71,370,120,49
utah,2024,9,2349907.000000002,488,37,318,133,49
utah,2024,10,2349907.000000002,476,19,323,134,49
utah,2024,11,2349907.000000002,470,34,306,130,49
utah,2024,12,2349907.000000002,475,37,308,130,49
vermont,2018,1,501036.99999999994,31,4,7,20,50
vermont,2018,2,501036.99999999994,48,8,4,36,50
vermont,2018,3,501036.99999999994,47,4,12,31,50
vermont,2018,4,501036.99999999994,37,7,3,27,50
vermont,2018,5,501036.99999999994,48,7,14,27,50
vermont,2018,6,501036.99999999994,50,4,11,35,50
vermont,2018,7,501036.99999999994,41,5,4,32,50
vermont,2018,8,501036.99999999994,62,3,15,44,50
vermont,2018,9,501036.99999999994,39,3,5,31,50
vermont,2018,10,501036.99999999994,54,7,6,41,50
vermont,2018,11,501036.99999999994,34,5,3,26,50
vermont,2018,12,501036.99999999994,48,4,17,27,50
vermont,2019,1,498915.00000000006,39,6,9,24,50
vermont,2019,2,498915.00000000006,29,2,10,17,50
vermont,2019,3,498915.00000000006,50,3,13,34,50
vermont,2019,4,498915.00000000006,44,2,6,36,50
vermont,2019,5,498915.00000000006,47,5,10,32,50
vermont,2019,6,498915.00000000006,34,4,6,24,50
vermont,2019,7,498915.00000000006,56,6,9,41,50
vermont,2019,8,498915.00000000006,56,5,15,36,50
vermont,2019,9,498915.00000000006,63,6,5,52,50
vermont,2019,10,498915.00000000006,56,4,13,39,50
vermont,2019,11,498915.00000000006,33,3,9,21,50
vermont,2019,12,498915.00000000006,40,4,10,26,50
vermont,2020,1,498011,38,3,7,28,50
vermont,2020,2,498011,41,1,7,33,50
vermont,2020,3,498011,36,3,13,20,50
vermont,2020,4,498011,34,2,6,26,50
vermont,2020,5,498011,34,1,6,27,50
vermont,2020,6,498011,53,1,15,37,50
vermont,2020,7,498011,59,3,13,43,50
vermont,2020,8,498011,56,3,14,39,50
vermont,2020,9,498011,41,3,9,29,50
vermont,2020,10,498011,56,2,15,39,50
vermont,2020,11,498011,35,0,5,30,50
vermont,2020,12,498011,23,2,7,14,50
vermont,2021,1,519065.0000000002,32,1,6,25,50
vermont,2021,2,519065.0000000002,40,3,8,29,50
vermont,2021,3,519065.0000000002,57,2,12,43,50
vermont,2021,4,519065.0000000002,52,2,13,37,50
vermont,2021,5,519065.0000000002,49,2,8,39,50
vermont,2021,6,519065.0000000002,48,1,8,39,50
vermont,2021,7,519065.0000000002,50,0,5,45,50
vermont,2021,8,519065.0000000002,29,1,4,24,50
vermont,2021,9,519065.0000000002,37,1,6,30,50
vermont,2021,10,519065.0000000002,39,0,8,31,50
vermont,2021,11,519065.0000000002,37,1,7,29,50
vermont,2021,12,519065.0000000002,41,2,8,31,50
vermont,2022,1,516223.9999999999,34,0,6,28,50
vermont,2022,2,516223.9999999999,27,1,0,26,50
vermont,2022,3,516223.9999999999,52,4,5,43,50
vermont,2022,4,516223.9999999999,31,4,6,21,50
vermont,2022,5,516223.9999999999,46,2,4,40,50
vermont,2022,6,516223.9999999999,31,1,1,29,50
vermont,2022,7,516223.9999999999,38,3,6,29,50
vermont,2022,8,516223.9999999999,46,4,4,38,50
vermont,2022,9,516223.9999999999,39,2,6,31,50
vermont,2022,10,516223.9999999999,49,4,6,39,50
vermont,2022,11,516223.9999999999,45,1,9,35,50
vermont,2022,12,516223.9999999999,49,5,9,35,50
vermont,2023,1,516646.99999999994,48,3,9,36,50
vermont,2023,2,516646.99999999994,29,5,1,23,50
vermont,2023,3,516646.99999999994,57,6,3,48,50
vermont,2023,4,516646.99999999994,43,6,2,35,50
vermont,2023,5,516646.99999999994,43,1,4,38,50
vermont,2023,6,516646.99999999994,50,3,11,36,50
vermont,2023,7,516646.99999999994,39,1,7,31,50
vermont,2023,8,516646.99999999994,56,11,9,36,50
vermont,2023,9,516646.99999999994,66,4,5,57,50
vermont,2023,10,516646.99999999994,36,5,6,25,50
vermont,2023,11,516646.99999999994,46,2,8,36,50
vermont,2023,12,516646.99999999994,56,3,6,47,50
vermont,2024,1,517414.99999999965,42,3,2,37,50
vermont,2024,2,517414.99999999965,36,3,6,27,50
vermont,2024,3,517414.99999999965,72,7,8,57,50
vermont,2024,4,517414.99999999965,59,6,9,44,50
vermont,2024,5,517414.99999999965,58,9,7,42,50
vermont,2024,6,517414.99999999965,60,8,5,47,50
vermont,2024,7,517414.99999999965,52,3,4,45,50
vermont,2024,8,517414.99999999965,52,3,4,45,50
vermont,2024,9,517414.99999999965,63,5,8,50,50
vermont,2024,10,517414.99999999965,40,3,6,31,50
vermont,2024,11,517414.99999999965,42,10,7,25,50
vermont,2024,12,517414.99999999965,47,4,4,39,50
virginia,2018,1,7899041.0000000065,992,53,562,377,51
virginia,2018,2,7899041.0000000065,1170,76,703,391,51
virginia,2018,3,7899041.0000000065,1315,95,756,464,51
virginia,2018,4,7899041.0000000065,1285,81,768,436,51
virginia,2018,5,7899041.0000000065,1290,70,767,453,51
virginia,2018,6,7899041.0000000065,1257,69,739,449,51
virginia,2018,7,7899041.0000000065,1264,59,770,435,51
virginia,2018,8,7899041.0000000065,1371,86,792,493,51
virginia,2018,9,7899041.0000000065,1190,74,716,400,51
virginia,2018,10,7899041.0000000065,1177,74,725,378,51
virginia,2018,11,7899041.0000000065,1149,71,705,373,51
virginia,2018,12,7899041.0000000065,1168,70,729,369,51
virginia,2019,1,7919316.999999997,1297,76,787,434,51
virginia,2019,2,7919316.999999997,1197,74,689,434,51
