state,year,monthno,pop,drug_all,drug_synthetic,drug_other,drug_opium_coke,state_fips
illinois,2018,9,146196,13,2,3,8,17
illinois,2018,10,146196,14,0,5,9,17
illinois,2018,11,146196,7,1,2,4,17
illinois,2018,12,146196,6,1,2,3,17
illinois,2019,1,145717,19,0,4,15,17
illinois,2019,2,145717,13,1,6,6,17
illinois,2019,3,145717,14,0,5,9,17
illinois,2019,4,145717,14,0,4,10,17
illinois,2019,5,145717,12,1,4,7,17
illinois,2019,6,145717,16,0,7,9,17
illinois,2019,7,145717,17,1,4,12,17
illinois,2019,8,145717,18,0,3,15,17
illinois,2019,9,145717,15,2,1,12,17
illinois,2019,10,145717,14,1,5,8,17
illinois,2019,11,145717,5,0,2,3,17
illinois,2019,12,145717,13,0,7,6,17
illinois,2020,1,144792,13,0,3,10,17
illinois,2020,2,144792,18,0,3,15,17
illinois,2020,3,144792,17,2,3,12,17
illinois,2020,4,144792,10,2,2,6,17
illinois,2020,5,144792,13,3,5,5,17
illinois,2020,6,144792,5,1,2,2,17
illinois,2020,7,144792,4,0,3,1,17
illinois,2020,8,144792,3,1,1,1,17
illinois,2020,9,144792,9,1,4,4,17
illinois,2020,10,144792,6,1,4,1,17
illinois,2020,11,144792,1,1,0,0,17
illinois,2020,12,144792,2,0,2,0,17
illinois,2021,1,144024,8,0,2,6,17
illinois,2021,2,144024,5,0,1,4,17
illinois,2021,3,144024,10,1,1,8,17
illinois,2021,4,144024,10,1,3,6,17
illinois,2021,5,144024,9,0,2,7,17
illinois,2021,6,144024,11,2,4,5,17
illinois,2021,7,144024,2,0,0,2,17
illinois,2021,8,144024,5,0,3,2,17
illinois,2021,9,144024,6,0,2,4,17
illinois,2021,10,144024,5,0,1,4,17
illinois,2021,11,144024,5,2,1,2,17
illinois,2021,12,144024,5,1,3,1,17
illinois,2022,1,146710,10,0,6,4,17
illinois,2022,2,146710,8,0,5,3,17
illinois,2022,3,146710,4,0,1,3,17
illinois,2022,4,146710,12,2,7,3,17
illinois,2022,5,146710,11,0,7,4,17
illinois,2022,6,146710,3,0,0,3,17
illinois,2022,7,146710,1,0,0,1,17
illinois,2022,8,146710,5,0,1,4,17
illinois,2022,9,146710,6,0,3,3,17
illinois,2022,10,146710,6,1,3,2,17
illinois,2022,11,146710,3,0,1,2,17
illinois,2022,12,146710,1,0,0,1,17
illinois,2023,1,145873,8,0,6,2,17
illinois,2023,2,145873,8,0,3,5,17
illinois,2023,3,145873,15,0,10,5,17
illinois,2023,4,145873,9,0,7,2,17
illinois,2023,5,145873,9,0,3,6,17
illinois,2023,6,145873,1,0,0,1,17
illinois,2023,7,145873,4,0,0,4,17
illinois,2023,8,145873,6,1,0,5,17
illinois,2023,9,145873,16,0,10,6,17
illinois,2023,10,145873,8,0,5,3,17
illinois,2023,11,145873,1,0,0,1,17
illinois,2023,12,145873,9,0,6,3,17
illinois,2024,1,145280,3,0,2,1,17
illinois,2024,2,145280,4,0,2,2,17
illinois,2024,3,145280,8,0,4,4,17
illinois,2024,4,145280,14,0,12,2,17
illinois,2024,5,145280,5,0,3,2,17
illinois,2024,6,145280,10,1,2,7,17
illinois,2024,7,145280,3,0,1,2,17
illinois,2024,8,145280,9,0,4,5,17
illinois,2024,9,145280,7,0,4,3,17
illinois,2024,10,145280,4,0,1,3,17
illinois,2024,11,145280,11,0,2,9,17
illinois,2024,12,145280,5,0,0,5,17
indiana,2018,1,2069297.000000001,310,36,137,137,18
indiana,2018,2,2069297.000000001,296,39,131,126,18
indiana,2018,3,2069297.000000001,428,36,180,212,18
indiana,2018,4,2069297.000000001,346,36,156,154,18
indiana,2018,5,2069297.000000001,348,32,180,136,18
indiana,2018,6,2069297.000000001,351,39,168,144,18
indiana,2018,7,2069297.000000001,373,45,185,143,18
indiana,2018,8,2069297.000000001,350,37,160,153,18
indiana,2018,9,2069297.000000001,360,47,179,134,18
indiana,2018,10,2069297.000000001,275,26,122,127,18
indiana,2018,11,2069297.000000001,233,28,108,97,18
indiana,2018,12,2069297.000000001,247,33,130,84,18
indiana,2019,1,2085436.9999999998,264,41,132,91,18
indiana,2019,2,2085436.9999999998,270,22,165,83,18
indiana,2019,3,2085436.9999999998,403,44,214,145,18
indiana,2019,4,2085436.9999999998,321,36,152,133,18
indiana,2019,5,2085436.9999999998,341,44,163,134,18
indiana,2019,6,2085436.9999999998,245,40,141,64,18
indiana,2019,7,2085436.9999999998,409,38,264,107,18
indiana,2019,8,2085436.9999999998,404,47,238,119,18
indiana,2019,9,2085436.9999999998,386,53,230,103,18
indiana,2019,10,2085436.9999999998,311,30,183,98,18
indiana,2019,11,2085436.9999999998,229,28,147,54,18
indiana,2019,12,2085436.9999999998,260,28,157,75,18
indiana,2020,1,2100796.0000000005,340,42,198,100,18
indiana,2020,2,2100796.0000000005,320,38,176,106,18
indiana,2020,3,2100796.0000000005,243,24,150,69,18
indiana,2020,4,2100796.0000000005,173,14,106,53,18
indiana,2020,5,2100796.0000000005,259,20,162,77,18
indiana,2020,6,2100796.0000000005,252,13,161,78,18
indiana,2020,7,2100796.0000000005,330,27,208,95,18
indiana,2020,8,2100796.0000000005,356,23,228,105,18
indiana,2020,9,2100796.0000000005,307,25,198,84,18
indiana,2020,10,2100796.0000000005,276,17,176,83,18
indiana,2020,11,2100796.0000000005,219,16,145,58,18
indiana,2020,12,2100796.0000000005,213,20,123,70,18
indiana,2021,1,2114148,294,30,181,83,18
indiana,2021,2,2114148,271,24,166,81,18
indiana,2021,3,2114148,432,29,290,113,18
indiana,2021,4,2114148,385,37,255,93,18
indiana,2021,5,2114148,321,23,209,89,18
indiana,2021,6,2114148,303,31,192,80,18
indiana,2021,7,2114148,319,22,202,95,18
indiana,2021,8,2114148,340,22,223,95,18
indiana,2021,9,2114148,299,33,184,82,18
indiana,2021,10,2114148,279,19,190,70,18
indiana,2021,11,2114148,205,18,138,49,18
indiana,2021,12,2114148,227,7,160,60,18
indiana,2022,1,2120636.999999999,223,8,150,65,18
indiana,2022,2,2120636.999999999,233,12,161,60,18
indiana,2022,3,2120636.999999999,270,17,174,79,18
indiana,2022,4,2120636.999999999,279,20,187,72,18
indiana,2022,5,2120636.999999999,225,14,128,83,18
indiana,2022,6,2120636.999999999,269,20,191,58,18
indiana,2022,7,2120636.999999999,236,24,154,58,18
indiana,2022,8,2120636.999999999,243,21,151,71,18
indiana,2022,9,2120636.999999999,231,24,154,53,18
indiana,2022,10,2120636.999999999,222,18,141,63,18
indiana,2022,11,2120636.999999999,191,14,127,50,18
indiana,2022,12,2120636.999999999,177,14,123,40,18
indiana,2023,1,2127925.000000001,245,14,163,68,18
indiana,2023,2,2127925.000000001,207,12,139,56,18
indiana,2023,3,2127925.000000001,296,25,204,67,18
indiana,2023,4,2127925.000000001,257,25,165,67,18
indiana,2023,5,2127925.000000001,260,28,166,66,18
indiana,2023,6,2127925.000000001,296,28,193,75,18
indiana,2023,7,2127925.000000001,269,12,208,49,18
indiana,2023,8,2127925.000000001,256,21,180,55,18
indiana,2023,9,2127925.000000001,247,23,167,57,18
indiana,2023,10,2127925.000000001,222,25,136,61,18
indiana,2023,11,2127925.000000001,202,20,127,55,18
indiana,2023,12,2127925.000000001,179,10,132,37,18
indiana,2024,1,2148275.9999999995,189,22,111,56,18
indiana,2024,2,2148275.9999999995,205,22,114,69,18
indiana,2024,3,2148275.9999999995,269,19,187,63,18
indiana,2024,4,2148275.9999999995,244,12,170,62,18
indiana,2024,5,2148275.9999999995,254,19,172,63,18
indiana,2024,6,2148275.9999999995,232,16,153,63,18
indiana,2024,7,2148275.9999999995,291,25,192,74,18
indiana,2024,8,2148275.9999999995,270,20,181,69,18
indiana,2024,9,2148275.9999999995,254,17,171,66,18
indiana,2024,10,2148275.9999999995,236,27,137,72,18
indiana,2024,11,2148275.9999999995,202,20,120,62,18
indiana,2024,12,2148275.9999999995,176,14,98,64,18
iowa,2018,1,1833849.9999999995,211,4,187,20,19
iowa,2018,2,1833849.9999999995,185,6,159,20,19
iowa,2018,3,1833849.9999999995,236,11,194,31,19
iowa,2018,4,1833849.9999999995,245,7,196,42,19
iowa,2018,5,1833849.9999999995,198,1,181,16,19
iowa,2018,6,1833849.9999999995,212,7,191,14,19
iowa,2018,7,1833849.9999999995,166,6,141,19,19
iowa,2018,8,1833849.9999999995,187,9,157,21,19
iowa,2018,9,1833849.9999999995,202,10,169,23,19
iowa,2018,10,1833849.9999999995,190,7,168,15,19
iowa,2018,11,1833849.9999999995,179,11,147,21,19
iowa,2018,12,1833849.9999999995,181,5,158,18,19
iowa,2019,1,1832485.0000000014,227,5,199,23,19
iowa,2019,2,1832485.0000000014,202,9,176,17,19
iowa,2019,3,1832485.0000000014,241,9,201,31,19
iowa,2019,4,1832485.0000000014,245,5,221,19,19
iowa,2019,5,1832485.0000000014,275,8,242,25,19
iowa,2019,6,1832485.0000000014,248,4,218,26,19
iowa,2019,7,1832485.0000000014,248,8,213,27,19
iowa,2019,8,1832485.0000000014,228,7,199,22,19
iowa,2019,9,1832485.0000000014,274,9,239,26,19
iowa,2019,10,1832485.0000000014,202,9,175,18,19
iowa,2019,11,1832485.0000000014,233,5,198,30,19
iowa,2019,12,1832485.0000000014,235,2,212,21,19
iowa,2020,1,1839605.9999999993,232,12,201,19,19
iowa,2020,2,1839605.9999999993,259,7,236,16,19
iowa,2020,3,1839605.9999999993,210,3,194,13,19
iowa,2020,4,1839605.9999999993,160,2,145,13,19
iowa,2020,5,1839605.9999999993,194,3,167,24,19
iowa,2020,6,1839605.9999999993,153,2,131,20,19
iowa,2020,7,1839605.9999999993,186,8,163,15,19
iowa,2020,8,1839605.9999999993,208,4,180,24,19
iowa,2020,9,1839605.9999999993,236,9,207,20,19
iowa,2020,10,1839605.9999999993,246,0,226,20,19
iowa,2020,11,1839605.9999999993,181,4,162,15,19
iowa,2020,12,1839605.9999999993,199,4,181,14,19
iowa,2021,1,1861493.000000002,219,6,195,18,19
iowa,2021,2,1861493.000000002,190,1,170,19,19
iowa,2021,3,1861493.000000002,359,11,313,35,19
iowa,2021,4,1861493.000000002,322,5,296,21,19
iowa,2021,5,1861493.000000002,286,9,248,29,19
iowa,2021,6,1861493.000000002,242,7,212,23,19
iowa,2021,7,1861493.000000002,301,5,264,32,19
iowa,2021,8,1861493.000000002,286,1,257,28,19
iowa,2021,9,1861493.000000002,292,4,265,23,19
iowa,2021,10,1861493.000000002,239,12,209,18,19
iowa,2021,11,1861493.000000002,268,8,218,42,19
iowa,2021,12,1861493.000000002,246,2,216,28,19
iowa,2022,1,1861861.9999999998,239,4,206,29,19
iowa,2022,2,1861861.9999999998,209,5,180,24,19
iowa,2022,3,1861861.9999999998,275,8,245,22,19
iowa,2022,4,1861861.9999999998,238,5,212,21,19
iowa,2022,5,1861861.9999999998,302,6,269,27,19
iowa,2022,6,1861861.9999999998,237,3,219,15,19
iowa,2022,7,1861861.9999999998,276,5,241,30,19
iowa,2022,8,1861861.9999999998,258,1,231,26,19
iowa,2022,9,1861861.9999999998,262,6,224,32,19
iowa,2022,10,1861861.9999999998,242,1,206,35,19
iowa,2022,11,1861861.9999999998,232,11,188,33,19
iowa,2022,12,1861861.9999999998,234,7,208,19,19
iowa,2023,1,1867279.0000000005,287,7,245,35,19
iowa,2023,2,1867279.0000000005,224,5,186,33,19
iowa,2023,3,1867279.0000000005,274,13,232,29,19
iowa,2023,4,1867279.0000000005,268,5,237,26,19
iowa,2023,5,1867279.0000000005,257,3,231,23,19
iowa,2023,6,1867279.0000000005,249,10,218,21,19
iowa,2023,7,1867279.0000000005,289,8,240,41,19
iowa,2023,8,1867279.0000000005,263,13,221,29,19
iowa,2023,9,1867279.0000000005,270,7,229,34,19
iowa,2023,10,1867279.0000000005,229,4,198,27,19
iowa,2023,11,1867279.0000000005,254,7,216,31,19
iowa,2023,12,1867279.0000000005,274,3,224,47,19
iowa,2024,1,1887418.9999999998,222,4,192,26,19
iowa,2024,2,1887418.9999999998,239,10,195,34,19
iowa,2024,3,1887418.9999999998,289,11,254,24,19
iowa,2024,4,1887418.9999999998,312,14,260,38,19
iowa,2024,5,1887418.9999999998,296,10,250,36,19
iowa,2024,6,1887418.9999999998,285,12,223,50,19
iowa,2024,7,1887418.9999999998,274,4,234,36,19
iowa,2024,8,1887418.9999999998,278,7,231,40,19
iowa,2024,9,1887418.9999999998,251,5,212,34,19
iowa,2024,10,1887418.9999999998,288,2,244,42,19
iowa,2024,11,1887418.9999999998,255,3,215,37,19
iowa,2024,12,1887418.9999999998,228,3,180,45,19
kansas,2018,1,1228387.0000000005,174,9,138,27,20
kansas,2018,2,1228387.0000000005,78,8,61,9,20
kansas,2018,3,1228387.0000000005,25,0,21,4,20
kansas,2018,4,1228387.0000000005,8,0,7,1,20
kansas,2018,5,1228387.0000000005,21,2,18,1,20
kansas,2018,6,1228387.0000000005,6,2,4,0,20
kansas,2018,7,1228387.0000000005,15,0,14,1,20
kansas,2018,8,1228387.0000000005,13,1,12,0,20
kansas,2018,9,1228387.0000000005,22,1,19,2,20
kansas,2018,10,1228387.0000000005,23,0,17,6,20
kansas,2018,11,1228387.0000000005,24,0,22,2,20
kansas,2018,12,1228387.0000000005,61,2,50,9,20
kansas,2019,1,1228377.000000001,171,9,145,17,20
kansas,2019,2,1228377.000000001,187,5,152,30,20
kansas,2019,3,1228377.000000001,245,8,205,32,20
kansas,2019,4,1228377.000000001,226,9,181,36,20
kansas,2019,5,1228377.000000001,226,9,186,31,20
kansas,2019,6,1228377.000000001,248,15,203,30,20
kansas,2019,7,1228377.000000001,213,8,168,37,20
kansas,2019,8,1228377.000000001,208,8,162,38,20
kansas,2019,9,1228377.000000001,178,3,143,32,20
kansas,2019,10,1228377.000000001,225,12,178,35,20
kansas,2019,11,1228377.000000001,197,9,162,26,20
kansas,2019,12,1228377.000000001,209,11,171,27,20
kansas,2020,1,1226493.9999999995,208,5,172,31,20
kansas,2020,2,1226493.9999999995,197,5,165,27,20
kansas,2020,3,1226493.9999999995,194,11,161,22,20
kansas,2020,4,1226493.9999999995,130,2,112,16,20
kansas,2020,5,1226493.9999999995,201,16,134,51,20
kansas,2020,6,1226493.9999999995,177,10,140,27,20
kansas,2020,7,1226493.9999999995,232,5,184,43,20
kansas,2020,8,1226493.9999999995,239,12,193,34,20
kansas,2020,9,1226493.9999999995,209,11,176,22,20
kansas,2020,10,1226493.9999999995,226,15,190,21,20
kansas,2020,11,1226493.9999999995,175,10,142,23,20
kansas,2020,12,1226493.9999999995,222,3,182,37,20
kansas,2021,1,1239137.999999999,232,8,187,37,20
kansas,2021,2,1239137.999999999,214,7,177,30,20
kansas,2021,3,1239137.999999999,291,11,235,45,20
kansas,2021,4,1239137.999999999,275,3,233,39,20
kansas,2021,5,1239137.999999999,275,12,225,38,20
kansas,2021,6,1239137.999999999,257,15,207,35,20
kansas,2021,7,1239137.999999999,256,7,219,30,20
kansas,2021,8,1239137.999999999,276,15,212,49,20
kansas,2021,9,1239137.999999999,255,9,212,34,20
kansas,2021,10,1239137.999999999,219,6,189,24,20
kansas,2021,11,1239137.999999999,200,7,173,20,20
kansas,2021,12,1239137.999999999,222,6,187,29,20
kansas,2022,1,1242814.9999999998,161,9,127,25,20
kansas,2022,2,1242814.9999999998,183,10,153,20,20
kansas,2022,3,1242814.9999999998,267,13,205,49,20
kansas,2022,4,1242814.9999999998,240,12,192,36,20
kansas,2022,5,1242814.9999999998,233,22,192,19,20
kansas,2022,6,1242814.9999999998,262,14,222,26,20
kansas,2022,7,1242814.9999999998,296,21,235,40,20
kansas,2022,8,1242814.9999999998,255,15,208,32,20
kansas,2022,9,1242814.9999999998,268,20,214,34,20
kansas,2022,10,1242814.9999999998,253,28,199,26,20
kansas,2022,11,1242814.9999999998,230,21,183,26,20
kansas,2022,12,1242814.9999999998,194,15,156,23,20
kansas,2023,1,1244534.9999999998,272,24,207,41,20
kansas,2023,2,1244534.9999999998,204,12,158,34,20
kansas,2023,3,1244534.9999999998,219,29,167,23,20
kansas,2023,4,1244534.9999999998,201,13,162,26,20
kansas,2023,5,1244534.9999999998,230,15,183,32,20
kansas,2023,6,1244534.9999999998,210,13,181,16,20
kansas,2023,7,1244534.9999999998,216,18,177,21,20
kansas,2023,8,1244534.9999999998,256,32,194,30,20
kansas,2023,9,1244534.9999999998,219,23,176,20,20
kansas,2023,10,1244534.9999999998,200,24,145,31,20
kansas,2023,11,1244534.9999999998,187,17,135,35,20
kansas,2023,12,1244534.9999999998,179,7,148,24,20
kansas,2024,1,1258107.9999999995,160,19,122,19,20
kansas,2024,2,1258107.9999999995,243,15,198,30,20
kansas,2024,3,1258107.9999999995,246,28,183,35,20
kansas,2024,4,1258107.9999999995,218,18,177,23,20
kansas,2024,5,1258107.9999999995,176,15,142,19,20
kansas,2024,6,1258107.9999999995,212,29,160,23,20
kansas,2024,7,1258107.9999999995,171,9,131,31,20
kansas,2024,8,1258107.9999999995,144,7,114,23,20
kansas,2024,9,1258107.9999999995,163,11,128,24,20
kansas,2024,10,1258107.9999999995,129,8,107,14,20
kansas,2024,11,1258107.9999999995,140,8,109,23,20
kansas,2024,12,1258107.9999999995,129,9,99,21,20
kentucky,2018,1,4045224.999999998,1096,72,727,297,21
kentucky,2018,2,4045224.999999998,1342,103,862,377,21
kentucky,2018,3,4045224.999999998,1374,87,938,349,21
kentucky,2018,4,4045224.999999998,1287,68,856,363,21
kentucky,2018,5,4045224.999999998,1502,83,988,431,21
kentucky,2018,6,4045224.999999998,1364,85,908,371,21
kentucky,2018,7,4045224.999999998,1422,79,976,367,21
kentucky,2018,8,4045224.999999998,1517,86,1002,429,21
kentucky,2018,9,4045224.999999998,1372,68,935,369,21
kentucky,2018,10,4045224.999999998,1285,70,891,324,21
kentucky,2018,11,4045224.999999998,1116,51,775,290,21
kentucky,2018,12,4045224.999999998,1220,56,896,268,21
kentucky,2019,1,4041667.9999999995,1305,65,891,349,21
kentucky,2019,2,4041667.9999999995,1151,48,801,302,21
kentucky,2019,3,4041667.9999999995,1384,72,970,342,21
kentucky,2019,4,4041667.9999999995,1356,57,965,334,21
kentucky,2019,5,4041667.9999999995,1212,58,866,288,21
kentucky,2019,6,4041667.9999999995,1186,68,868,250,21
kentucky,2019,7,4041667.9999999995,1228,54,866,308,21
kentucky,2019,8,4041667.9999999995,1406,59,1034,313,21
kentucky,2019,9,4041667.9999999995,1288,45,920,323,21
kentucky,2019,10,4041667.9999999995,1212,44,883,285,21
kentucky,2019,11,4041667.9999999995,1021,40,759,222,21
kentucky,2019,12,4041667.9999999995,996,37,746,213,21
kentucky,2020,1,4051372.0000000014,1174,52,866,256,21
kentucky,2020,2,4051372.0000000014,1139,41,875,223,21
kentucky,2020,3,4051372.0000000014,978,38,723,217,21
kentucky,2020,4,4051372.0000000014,610,20,403,187,21
kentucky,2020,5,4051372.0000000014,1023,51,672,300,21
kentucky,2020,6,4051372.0000000014,914,42,589,283,21
kentucky,2020,7,4051372.0000000014,961,43,691,227,21
kentucky,2020,8,4051372.0000000014,1080,33,788,259,21
kentucky,2020,9,4051372.0000000014,1011,32,749,230,21
kentucky,2020,10,4051372.0000000014,1079,36,770,273,21
kentucky,2020,11,4051372.0000000014,961,41,678,242,21
kentucky,2020,12,4051372.0000000014,894,24,666,204,21
kentucky,2021,1,4083463.0000000014,995,43,761,191,21
kentucky,2021,2,4083463.0000000014,908,27,671,210,21
kentucky,2021,3,4083463.0000000014,1413,45,1076,292,21
kentucky,2021,4,4083463.0000000014,1364,36,1049,279,21
kentucky,2021,5,4083463.0000000014,1219,44,920,255,21
kentucky,2021,6,4083463.0000000014,1087,44,779,264,21
kentucky,2021,7,4083463.0000000014,1106,30,794,282,21
kentucky,2021,8,4083463.0000000014,1085,41,786,258,21
kentucky,2021,9,4083463.0000000014,1035,27,804,204,21
kentucky,2021,10,4083463.0000000014,949,40,698,211,21
kentucky,2021,11,4083463.0000000014,860,20,645,195,21
kentucky,2021,12,4083463.0000000014,933,20,709,204,21
kentucky,2022,1,4084867.999999998,689,24,494,171,21
kentucky,2022,2,4084867.999999998,589,16,476,97,21
kentucky,2022,3,4084867.999999998,1061,23,827,211,21
kentucky,2022,4,4084867.999999998,1104,23,798,283,21
kentucky,2022,5,4084867.999999998,969,33,720,216,21
kentucky,2022,6,4084867.999999998,1027,34,755,238,21
kentucky,2022,7,4084867.999999998,946,22,731,193,21
kentucky,2022,8,4084867.999999998,1113,21,873,219,21
kentucky,2022,9,4084867.999999998,931,28,728,175,21
kentucky,2022,10,4084867.999999998,975,23,745,207,21
kentucky,2022,11,4084867.999999998,838,18,609,211,21
kentucky,2022,12,4084867.999999998,803,22,600,181,21
kentucky,2023,1,4092948.9999999995,966,37,734,195,21
kentucky,2023,2,4092948.9999999995,995,35,757,203,21
kentucky,2023,3,4092948.9999999995,971,31,748,192,21
kentucky,2023,4,4092948.9999999995,947,32,722,193,21
kentucky,2023,5,4092948.9999999995,1009,35,793,181,21
kentucky,2023,6,4092948.9999999995,955,29,760,166,21
kentucky,2023,7,4092948.9999999995,927,31,728,168,21
kentucky,2023,8,4092948.9999999995,976,33,750,193,21
kentucky,2023,9,4092948.9999999995,870,27,669,174,21
kentucky,2023,10,4092948.9999999995,771,37,588,146,21
kentucky,2023,11,4092948.9999999995,748,24,572,152,21
kentucky,2023,12,4092948.9999999995,818,21,639,158,21
kentucky,2024,1,4153777.000000003,814,23,638,153,21
kentucky,2024,2,4153777.000000003,885,47,680,158,21
kentucky,2024,3,4153777.000000003,947,33,733,181,21
kentucky,2024,4,4153777.000000003,907,31,687,189,21
kentucky,2024,5,4153777.000000003,948,29,715,204,21
kentucky,2024,6,4153777.000000003,914,29,703,182,21
kentucky,2024,7,4153777.000000003,950,44,721,185,21
kentucky,2024,8,4153777.000000003,916,36,682,198,21
kentucky,2024,9,4153777.000000003,814,27,608,179,21
kentucky,2024,10,4153777.000000003,834,38,658,138,21
kentucky,2024,11,4153777.000000003,716,26,540,150,21
kentucky,2024,12,4153777.000000003,667,32,512,123,21
louisiana,2018,1,2332590.9999999995,446,103,211,132,22
louisiana,2018,2,2332590.9999999995,493,125,234,134,22
louisiana,2018,3,2332590.9999999995,560,107,249,204,22
louisiana,2018,4,2332590.9999999995,492,93,217,182,22
louisiana,2018,5,2332590.9999999995,503,92,257,154,22
louisiana,2018,6,2332590.9999999995,515,122,225,168,22
louisiana,2018,7,2332590.9999999995,517,117,263,137,22
louisiana,2018,8,2332590.9999999995,578,162,279,137,22
louisiana,2018,9,2332590.9999999995,458,91,223,144,22
louisiana,2018,10,2332590.9999999995,484,95,211,178,22
louisiana,2018,11,2332590.9999999995,337,77,161,99,22
louisiana,2018,12,2332590.9999999995,373,93,174,106,22
louisiana,2019,1,2334447.0000000005,503,115,277,111,22
louisiana,2019,2,2334447.0000000005,529,64,310,155,22
louisiana,2019,3,2334447.0000000005,628,86,363,179,22
louisiana,2019,4,2334447.0000000005,516,37,329,150,22
louisiana,2019,5,2334447.0000000005,535,37,338,160,22
louisiana,2019,6,2334447.0000000005,522,48,322,152,22
louisiana,2019,7,2334447.0000000005,499,46,294,159,22
louisiana,2019,8,2334447.0000000005,561,76,351,134,22
louisiana,2019,9,2334447.0000000005,526,54,301,171,22
louisiana,2019,10,2334447.0000000005,580,66,340,174,22
louisiana,2019,11,2334447.0000000005,441,36,275,130,22
louisiana,2019,12,2334447.0000000005,440,32,258,150,22
louisiana,2020,1,2339529.000000002,521,40,311,170,22
louisiana,2020,2,2339529.000000002,534,43,332,159,22
louisiana,2020,3,2339529.000000002,394,35,230,129,22
louisiana,2020,4,2339529.000000002,177,12,114,51,22
louisiana,2020,5,2339529.000000002,345,42,224,79,22
louisiana,2020,6,2339529.000000002,338,44,197,97,22
louisiana,2020,7,2339529.000000002,354,24,252,78,22
louisiana,2020,8,2339529.000000002,391,29,268,94,22
louisiana,2020,9,2339529.000000002,327,37,207,83,22
louisiana,2020,10,2339529.000000002,463,40,303,120,22
louisiana,2020,11,2339529.000000002,373,27,249,97,22
louisiana,2020,12,2339529.000000002,379,22,270,87,22
louisiana,2021,1,2331815.9999999986,413,34,277,102,22
louisiana,2021,2,2331815.9999999986,298,25,200,73,22
louisiana,2021,3,2331815.9999999986,445,22,298,125,22
louisiana,2021,4,2331815.9999999986,464,47,291,126,22
louisiana,2021,5,2331815.9999999986,409,41,286,82,22
louisiana,2021,6,2331815.9999999986,462,42,294,126,22
louisiana,2021,7,2331815.9999999986,408,50,258,100,22
louisiana,2021,8,2331815.9999999986,353,28,244,81,22
louisiana,2021,9,2331815.9999999986,448,40,296,112,22
louisiana,2021,10,2331815.9999999986,389,54,265,70,22
louisiana,2021,11,2331815.9999999986,306,12,212,82,22
louisiana,2021,12,2331815.9999999986,352,31,252,69,22
louisiana,2022,1,2347916.0000000014,336,19,229,88,22
louisiana,2022,2,2347916.0000000014,362,18,241,103,22
louisiana,2022,3,2347916.0000000014,469,22,324,123,22
louisiana,2022,4,2347916.0000000014,439,21,298,120,22
louisiana,2022,5,2347916.0000000014,426,36,296,94,22
louisiana,2022,6,2347916.0000000014,396,29,260,107,22
louisiana,2022,7,2347916.0000000014,365,29,272,64,22
louisiana,2022,8,2347916.0000000014,414,43,299,72,22
louisiana,2022,9,2347916.0000000014,390,35,278,77,22
louisiana,2022,10,2347916.0000000014,368,35,263,70,22
louisiana,2022,11,2347916.0000000014,334,25,243,66,22
louisiana,2022,12,2347916.0000000014,318,23,233,62,22
louisiana,2023,1,2357853.9999999986,345,32,230,83,22
louisiana,2023,2,2357853.9999999986,342,24,240,78,22
louisiana,2023,3,2357853.9999999986,443,46,320,77,22
louisiana,2023,4,2357853.9999999986,364,21,267,76,22
louisiana,2023,5,2357853.9999999986,394,35,301,58,22
louisiana,2023,6,2357853.9999999986,380,32,276,72,22
louisiana,2023,7,2357853.9999999986,342,30,251,61,22
louisiana,2023,8,2357853.9999999986,375,26,259,90,22
louisiana,2023,9,2357853.9999999986,398,29,285,84,22
louisiana,2023,10,2357853.9999999986,293,29,201,63,22
louisiana,2023,11,2357853.9999999986,296,25,209,62,22
louisiana,2023,12,2357853.9999999986,332,22,237,73,22
louisiana,2024,1,2383837.000000003,337,24,230,83,22
louisiana,2024,2,2383837.000000003,406,32,291,83,22
louisiana,2024,3,2383837.000000003,382,38,277,67,22
louisiana,2024,4,2383837.000000003,449,40,329,80,22
louisiana,2024,5,2383837.000000003,397,51,269,77,22
louisiana,2024,6,2383837.000000003,410,35,286,89,22
louisiana,2024,7,2383837.000000003,423,30,290,103,22
louisiana,2024,8,2383837.000000003,443,25,347,71,22
louisiana,2024,9,2383837.000000003,262,13,193,56,22
louisiana,2024,10,2383837.000000003,377,42,250,85,22
louisiana,2024,11,2383837.000000003,280,17,199,64,22
louisiana,2024,12,2383837.000000003,285,26,209,50,22
maine,2018,1,1058279.9999999995,110,14,61,35,23
maine,2018,2,1058279.9999999995,112,16,64,32,23
maine,2018,3,1058279.9999999995,147,30,64,53,23
maine,2018,4,1058279.9999999995,134,19,59,56,23
maine,2018,5,1058279.9999999995,147,26,61,60,23
maine,2018,6,1058279.9999999995,143,33,62,48,23
maine,2018,7,1058279.9999999995,122,32,52,38,23
maine,2018,8,1058279.9999999995,164,36,70,58,23
maine,2018,9,1058279.9999999995,149,36,57,56,23
maine,2018,10,1058279.9999999995,132,33,47,52,23
maine,2018,11,1058279.9999999995,92,19,35,38,23
maine,2018,12,1058279.9999999995,95,20,41,34,23
maine,2019,1,1062427.9999999993,126,36,53,37,23
maine,2019,2,1062427.9999999993,152,36,53,63,23
maine,2019,3,1062427.9999999993,143,38,52,53,23
maine,2019,4,1062427.9999999993,127,27,42,58,23
maine,2019,5,1062427.9999999993,152,24,49,79,23
maine,2019,6,1062427.9999999993,150,19,67,64,23
