State,State Code,Year,Year Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Washington,53,2006,2006,893,6370753,14.01718133,13.50858084,0.000959598
Washington,53,2007,2007,961,6461587,14.87250733,14.35933831,0.001032669
Washington,53,2008,2008,1009,6562231,15.37586836,14.73711233,0.001084249
Washington,53,2009,2009,986,6667426,14.78831561,14.28614733,0.001059534
Washington,53,2010,2010,915,6724540,13.60687869,13.08723468,0.000983239
Washington,53,2011,2011,994,6830038,14.55335973,14.05378197,0.00106813
Washington,53,2012,2012,985,6897012,14.28154685,13.68825675,0.001058459
Washington,53,2013,2013,967,6971406,13.87094655,13.3977491,0.001039117
Washington,53,2014,2014,979,7061530,13.86385104,13.27635401,0.001052012
Washington,53,2015,2015,1094,7170351,15.25727262,14.74169435,0.001175588
Washington,53,2016,2016,1102,7288000,15.12074643,14.51054342,0.001184185
Washington,53,2017,2017,1169,7405743,15.78504682,15.16760542,0.001256182
Washington,53,2018,2018,1164,7535591,15.44669821,14.77109429,0.001250809
Washington,53,2019,2019,1257,7614893,16.50712623,15.81702325,0.001350744
Washington,53,2020,2020,1729,7693612,22.47318945,21.99873097,0.001857945
West Virginia,54,1999,1999,75,1811799,4.139532034,4.145504976,8.05933E-05
West Virginia,54,2000,2000,113,1808344,6.248811067,6.228007992,0.000121427
West Virginia,54,2001,2001,206,1801481,11.43503595,11.46961979,0.000221363
West Virginia,54,2002,2002,229,1805414,12.68407135,12.94548512,0.000246078
West Virginia,54,2003,2003,261,1812295,14.40162887,15.05599075,0.000280465
West Virginia,54,2004,2004,333,1816438,18.33258278,18.80173448,0.000357834
West Virginia,54,2005,2005,184,1820492,10.10715785,10.50071182,0.000197722
West Virginia,54,2006,2006,362,1827912,19.80401682,20.35207237,0.000388997
West Virginia,54,2007,2007,397,1834052,21.6460602,22.44829896,0.000426607
West Virginia,54,2008,2008,457,1840310,24.83277274,25.60928361,0.000491082
West Virginia,54,2009,2009,226,1847775,12.23092638,12.43289318,0.000242855
West Virginia,54,2010,2010,511,1852994,27.57699162,28.81912641,0.000549109
West Virginia,54,2011,2011,634,1855364,34.17119228,36.23565924,0.000681282
West Virginia,54,2012,2012,558,1855413,30.07416678,32.00211858,0.000599614
West Virginia,54,2013,2013,569,1854304,30.68536766,32.13254436,0.000611435
West Virginia,54,2014,2014,627,1850326,33.88592064,35.50521346,0.00067376
West Virginia,54,2015,2015,724,1844128,39.2597477,41.46056235,0.000777994
West Virginia,54,2016,2016,884,1831102,48.27693924,52.02108503,0.000949927
West Virginia,54,2017,2017,972,1815857,53.52844415,57.65993669,0.00104449
West Virginia,54,2018,2018,855,1805832,47.34659703,51.42925958,0.000918764
West Virginia,54,2019,2019,869,1792147,48.48932593,52.77923837,0.000933808
West Virginia,54,2020,2020,1330,1784787,74.51869607,81.39898542,0.001429189
Wisconsin,55,1999,1999,212,5332666,3.975497434,3.967144724,0.000227811
Wisconsin,55,2000,2000,248,5363675,4.623695507,4.599943945,0.000266495
Wisconsin,55,2001,2001,268,5406835,4.95668908,4.94413947,0.000287987
Wisconsin,55,2002,2002,339,5445162,6.225710089,6.173615104,0.000364282
Wisconsin,55,2003,2003,382,5479203,6.971816887,6.976088308,0.000410489
Wisconsin,55,2004,2004,436,5514026,7.907108164,7.844199858,0.000468516
Wisconsin,55,2005,2005,516,5546166,9.303724411,9.308974504,0.000554482
Wisconsin,55,2006,2006,588,5577655,10.54206472,10.54011806,0.000631852
Wisconsin,55,2007,2007,619,5610775,11.03234402,11.03973371,0.000665164
Wisconsin,55,2008,2008,605,5640996,10.72505636,10.58459428,0.00065012
Wisconsin,55,2009,2009,630,5669264,11.11255359,10.91542663,0.000676984
Wisconsin,55,2010,2010,628,5686986,11.04275622,10.90126561,0.000674835
Wisconsin,55,2011,2011,694,5711767,12.15035557,12.00910673,0.000745757
Wisconsin,55,2012,2012,690,5726398,12.04945936,12.19920263,0.000741459
Wisconsin,55,2013,2013,855,5742713,14.88843339,15.01102088,0.000918764
Wisconsin,55,2014,2014,850,5757564,14.76318804,14.97742424,0.000913391
Wisconsin,55,2015,2015,878,5771337,15.21311266,15.47193704,0.000943479
Wisconsin,55,2016,2016,1073,5778708,18.56816437,19.2734054,0.001153022
Wisconsin,55,2017,2017,1175,5795483,20.27441026,21.14049139,0.001262629
Wisconsin,55,2018,2018,1075,5813568,18.49122604,19.1298708,0.001155171
Wisconsin,55,2019,2019,1200,5822434,20.60993736,21.12620998,0.001289493
Wisconsin,55,2020,2020,1530,5832655,26.23162179,27.66795774,0.001644104
Wyoming,56,1999,1999,20,491780,4.066859165,4.095648445,2.14916E-05
Wyoming,56,2000,2000,21,493782,4.252888927,4.394039916,2.25661E-05
Wyoming,56,2001,2001,22,494657,4.447526266,4.503228555,2.36407E-05
Wyoming,56,2002,2002,34,500017,6.799768808,6.921424055,3.65357E-05
Wyoming,56,2003,2003,30,503453,5.958848194,5.902821603,3.22373E-05
Wyoming,56,2004,2004,46,509106,9.035446449,9.093530547,4.94306E-05
Wyoming,56,2005,2005,26,514157,5.056821165,4.902747136,2.7939E-05
Wyoming,56,2006,2006,55,522667,10.52295247,10.56194743,5.91018E-05
Wyoming,56,2007,2007,62,534876,11.59147167,12.13576853,6.66238E-05
Wyoming,56,2008,2008,71,546043,13.00263899,13.45745948,7.6295E-05
Wyoming,56,2009,2009,60,559851,10.71713724,10.95076643,6.44747E-05
Wyoming,56,2010,2010,85,563626,15.08092246,14.9555684,9.13391E-05
Wyoming,56,2011,2011,85,568158,14.96062715,15.20820045,9.13391E-05
Wyoming,56,2012,2012,98,576412,17.00172793,16.75071646,0.000105309
Wyoming,56,2013,2013,98,582658,16.81947214,17.24221532,0.000105309
Wyoming,56,2014,2014,108,584153,18.488307,19.18943791,0.000116054
Wyoming,56,2015,2015,96,586107,16.37926181,16.44541799,0.000103159
Wyoming,56,2016,2016,98,585501,16.73780233,17.40052634,0.000105309
Wyoming,56,2017,2017,68,579315,11.73800092,12.00177392,7.30713E-05
Wyoming,56,2018,2018,66,577737,11.42388319,11.09356685,7.09221E-05
Wyoming,56,2019,2019,79,578759,13.64989573,14.11318274,8.48917E-05
Wyoming,56,2020,2020,99,582328,17.00072811,17.38109118,0.000106383
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
