"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"New York"	"36"	"2007"	"2007"	1707	19132335	8.922068320	8.639385868	0.183430439%
	"New York"	"36"	"2008"	"2008"	1690	19212436	8.796385841	8.522332766	0.181603657%
	"New York"	"36"	"2009"	"2009"	1592	19307066	8.245685802	7.991311160	0.171072794%
	"New York"	"36"	"2010"	"2010"	1554	19378102	8.019361236	7.775243874	0.166989398%
	"New York"	"36"	"2011"	"2011"	1946	19465197	9.997330107	9.657662207	0.209112850%
	"New York"	"36"	"2012"	"2012"	2099	19570261	10.725457366	10.378622826	0.225553891%
	"New York"	"36"	"2013"	"2013"	2306	19651127	11.734695929	11.298070523	0.247797653%
	"New York"	"36"	"2014"	"2014"	2299	19746227	11.642730533	11.304702231	0.247045448%
	"New York"	"36"	"2015"	"2015"	2748	19795791	13.881738800	13.557328199	0.295293994%
	"New York"	"36"	"2016"	"2016"	3636	19745289	18.414519028	18.042460897	0.390716507%
	"New York"	"36"	"2017"	"2017"	3915	19849399	19.723519085	19.400894888	0.420697229%
	"New York"	"36"	"2018"	"2018"	3694	19542209	18.902673695	18.403456919	0.396949059%
	"New York"	"36"	"2019"	"2019"	3612	19453561	18.567294697	18.218356069	0.388137520%
	"New York"	"36"	"2020 "	"2020"	4961	19336776	25.655776330	25.368491343	0.533098072%
	"North Carolina"	"37"	"1999"	"1999"	365	7949361	4.591564026	4.583597879	0.039222092%
	"North Carolina"	"37"	"2000"	"2000"	490	8049313	6.087476037	6.008401803	0.052654315%
	"North Carolina"	"37"	"2001"	"2001"	551	8210122	6.711227921	6.639816877	0.059209240%
	"North Carolina"	"37"	"2002"	"2002"	647	8326201	7.770650745	7.726129508	0.069525187%
	"North Carolina"	"37"	"2003"	"2003"	762	8422501	9.047193939	9.016453554	0.081882832%
	"North Carolina"	"37"	"2004"	"2004"	853	8553152	9.972931616	9.910478910	0.091661491%
	"North Carolina"	"37"	"2005"	"2005"	1000	8705407	11.487113698	11.413311914	0.107457785%
	"North Carolina"	"37"	"2006"	"2006"	1059	8917270	11.875831953	11.847836682	0.113797795%
	"North Carolina"	"37"	"2007"	"2007"	1082	9118037	11.866589267	11.839790948	0.116269324%
	"North Carolina"	"37"	"2008"	"2008"	1195	9309449	12.836420286	12.782102486	0.128412053%
	"North Carolina"	"37"	"2009"	"2009"	1191	9449566	12.603753442	12.598736065	0.127982222%
	"North Carolina"	"37"	"2010"	"2010"	1093	9535483	11.462450303	11.401814445	0.117451359%
	"North Carolina"	"37"	"2011"	"2011"	1263	9656401	13.079407121	13.037969849	0.135719183%
	"North Carolina"	"37"	"2012"	"2012"	1298	9752073	13.309990604	13.324975001	0.139480205%
	"North Carolina"	"37"	"2013"	"2013"	1256	9848060	12.753780948	12.856665283	0.134966978%
	"North Carolina"	"37"	"2014"	"2014"	1356	9943964	13.636413004	13.791105624	0.145712757%
	"North Carolina"	"37"	"2015"	"2015"	1567	10042802	15.603215119	15.792826285	0.168386349%
	"North Carolina"	"37"	"2016"	"2016"	1955	10146788	19.267180905	19.694698789	0.210079970%
	"North Carolina"	"37"	"2017"	"2017"	2413	10273419	23.487798950	24.108524273	0.259295636%
	"North Carolina"	"37"	"2018"	"2018"	2259	10383620	21.755418630	22.375428644	0.242747137%
	"North Carolina"	"37"	"2019"	"2019"	2263	10488084	21.576867615	22.246491360	0.243176968%
	"North Carolina"	"37"	"2020 "	"2020"	3145	10600823	29.667507891	30.890360744	0.337954734%
	"North Dakota"	"38"	"1999"	"1999"	12	644259	Unreliable	Unreliable	0.001289493%
	"North Dakota"	"38"	"2000"	"2000"	14	642200	Unreliable	Unreliable	0.001504409%
	"North Dakota"	"38"	"2001"	"2001"	14	639062	Unreliable	Unreliable	0.001504409%
	"North Dakota"	"38"	"2002"	"2002"	17	638168	Unreliable	Unreliable	0.001826782%
	"North Dakota"	"38"	"2003"	"2003"	22	638817	3.443865771	3.528888772	0.002364071%
	"North Dakota"	"38"	"2004"	"2004"	17	644705	Unreliable	Unreliable	0.001826782%
	"North Dakota"	"38"	"2005"	"2005"	12	646089	Unreliable	Unreliable	0.001289493%
	"North Dakota"	"38"	"2006"	"2006"	14	649422	Unreliable	Unreliable	0.001504409%
	"North Dakota"	"38"	"2007"	"2007"	32	652822	4.901795589	4.762329255	0.003438649%
	"North Dakota"	"38"	"2008"	"2008"	46	657569	6.995463594	7.370348180	0.004943058%
	"North Dakota"	"38"	"2009"	"2009"	27	664968	4.060345761	4.405432541	0.002901360%
	"North Dakota"	"38"	"2010"	"2010"	23	672591	3.419611621	3.408933525	0.002471529%
	"North Dakota"	"38"	"2011"	"2011"	16	683932	Unreliable	Unreliable	0.001719325%
	"North Dakota"	"38"	"2012"	"2012"	21	699628	3.001595133	3.118430805	0.002256613%
	"North Dakota"	"38"	"2013"	"2013"	20	723393	2.764748899	2.815364949	0.002149156%
	"North Dakota"	"38"	"2014"	"2014"	43	739482	5.814881228	6.262780594	0.004620685%
	"North Dakota"	"38"	"2015"	"2015"	61	756927	8.058901321	8.597104545	0.006554925%
	"North Dakota"	"38"	"2016"	"2016"	77	757952	10.158954657	10.610168425	0.008274249%
	"North Dakota"	"38"	"2017"	"2017"	68	755393	9.001936740	9.243670861	0.007307129%
	"North Dakota"	"38"	"2018"	"2018"	70	760077	9.209593239	10.173840540	0.007522045%
	"North Dakota"	"38"	"2019"	"2019"	82	762062	10.760279347	11.358859554	0.008811538%
	"North Dakota"	"38"	"2020 "	"2020"	114	765309	14.895943991	15.551658945	0.012250188%
	"Ohio"	"39"	"1999"	"1999"	467	11335454	4.119817345	4.150378455	0.050182786%
	"Ohio"	"39"	"2000"	"2000"	563	11353140	4.958980511	4.988185658	0.060498733%
	"Ohio"	"39"	"2001"	"2001"	737	11387404	6.472063343	6.470546815	0.079196388%
	"Ohio"	"39"	"2002"	"2002"	929	11407889	8.143487371	8.179207303	0.099828282%
	"Ohio"	"39"	"2003"	"2003"	774	11434788	6.768818101	6.780123013	0.083172326%
	"Ohio"	"39"	"2004"	"2004"	1133	11452251	9.893251554	9.900870837	0.121749671%
	"Ohio"	"39"	"2005"	"2005"	1238	11463320	10.799663623	10.850027693	0.133032738%
	"Ohio"	"39"	"2006"	"2006"	1512	11481213	13.169340208	13.207940333	0.162476171%
	"Ohio"	"39"	"2007"	"2007"	1588	11500468	13.808133721	13.845017929	0.170642963%
	"Ohio"	"39"	"2008"	"2008"	1731	11515391	15.032055794	15.118939088	0.186009426%
	"Ohio"	"39"	"2009"	"2009"	1233	11528896	10.694866187	10.872798343	0.132495449%
	"Ohio"	"39"	"2010"	"2010"	1835	11536504	15.906031845	16.088450532	0.197185036%
	"Ohio"	"39"	"2011"	"2011"	2023	11544951	17.522811487	17.708145193	0.217387099%
	"Ohio"	"39"	"2012"	"2012"	2121	11544225	18.372822775	18.869650036	0.227917962%
	"Ohio"	"39"	"2013"	"2013"	2340	11570808	20.223306791	20.720140114	0.251451217%
	"Ohio"	"39"	"2014"	"2014"	2742	11594163	23.649831385	24.609026369	0.294649247%
	"Ohio"	"39"	"2015"	"2015"	3304	11613423	28.449837744	29.865695856	0.355040522%
	"Ohio"	"39"	"2016"	"2016"	4318	11614373	37.178072376	39.029626449	0.464002717%
	"Ohio"	"39"	"2017"	"2017"	5077	11658609	43.547219055	46.025612850	0.545563176%
	"Ohio"	"39"	"2018"	"2018"	3965	11689442	33.919497612	35.802525739	0.426070118%
	"Ohio"	"39"	"2019"	"2019"	4236	11689100	36.238889222	38.142085056	0.455191178%
	"Ohio"	"39"	"2020 "	"2020"	5202	11693217	44.487329706	47.133850476	0.558995399%
	"Oklahoma"	"40"	"1999"	"1999"	178	3437147	5.178713625	5.362543051	0.019127486%
	"Oklahoma"	"40"	"2000"	"2000"	237	3450654	6.868263234	7.102406964	0.025467495%
	"Oklahoma"	"40"	"2001"	"2001"	268	3467100	7.729803005	7.933790583	0.028798686%
	"Oklahoma"	"40"	"2002"	"2002"	240	3489080	6.878604102	7.068990607	0.025789868%
	"Oklahoma"	"40"	"2003"	"2003"	400	3504892	11.412619847	11.780554163	0.042983114%
	"Oklahoma"	"40"	"2004"	"2004"	474	3525233	13.445919745	13.877062870	0.050934990%
	"Oklahoma"	"40"	"2005"	"2005"	477	3548597	13.441932121	13.812307782	0.051257364%
	"Oklahoma"	"40"	"2006"	"2006"	563	3594090	15.664604949	16.233489577	0.060498733%
	"Oklahoma"	"40"	"2007"	"2007"	665	3634349	18.297637349	18.804653442	0.071459427%
	"Oklahoma"	"40"	"2008"	"2008"	563	3668976	15.344880970	15.582232737	0.060498733%
	"Oklahoma"	"40"	"2009"	"2009"	755	3717572	20.308954339	20.606490075	0.081130628%
	"Oklahoma"	"40"	"2010"	"2010"	716	3751351	19.086457119	19.426004256	0.076939774%
	"Oklahoma"	"40"	"2011"	"2011"	703	3791508	18.541435228	18.923032372	0.075542823%
	"Oklahoma"	"40"	"2012"	"2012"	771	3814820	20.210652141	20.591908451	0.082849952%
	"Oklahoma"	"40"	"2013"	"2013"	787	3850568	20.438543093	20.544451098	0.084569277%
	"Oklahoma"	"40"	"2014"	"2014"	777	3878051	20.035837590	20.346579096	0.083494699%
	"Oklahoma"	"40"	"2015"	"2015"	724	3911338	18.510289829	18.977073736	0.077799436%
	"Oklahoma"	"40"	"2016"	"2016"	812	3923561	20.695485555	21.497865142	0.087255722%
	"Oklahoma"	"40"	"2017"	"2017"	775	3930864	19.715767322	20.079527200	0.083279784%
	"Oklahoma"	"40"	"2018"	"2018"	715	3943079	18.133037659	18.352920525	0.076832316%
	"Oklahoma"	"40"	"2019"	"2019"	644	3956971	16.275075051	16.643953290	0.069202814%
	"Oklahoma"	"40"	"2020 "	"2020"	762	3980783	19.141962775	19.421692499	0.081882832%
	"Oregon"	"41"	"1999"	"1999"	209	3393941	6.158032800	6.102571190	0.022458677%
	"Oregon"	"41"	"2000"	"2000"	208	3421399	6.079384486	6.015063047	0.022351219%
	"Oregon"	"41"	"2001"	"2001"	241	3467937	6.949376531	6.873866245	0.025897326%
	"Oregon"	"41"	"2002"	"2002"	318	3513424	9.050999822	8.926878789	0.034171576%
	"Oregon"	"41"	"2003"	"2003"	355	3547376	10.007397017	9.788492515	0.038147514%
	"Oregon"	"41"	"2004"	"2004"	365	3569463	10.225627776	10.023421472	0.039222092%
	"Oregon"	"41"	"2005"	"2005"	386	3613202	10.683045122	10.413448806	0.041478705%
	"Oregon"	"41"	"2006"	"2006"	485	3670883	13.212080036	12.863382207	0.052117026%
	"Oregon"	"41"	"2007"	"2007"	501	3722417	13.458997205	13.129157655	0.053836350%
	"Oregon"	"41"	"2008"	"2008"	452	3768748	11.993372865	11.824869161	0.048570919%
	"Oregon"	"41"	"2009"	"2009"	501	3808600	13.154439952	12.896757757	0.053836350%
	"Oregon"	"41"	"2010"	"2010"	502	3831074	13.103375189	12.894297184	0.053943808%
	"Oregon"	"41"	"2011"	"2011"	532	3871859	13.740169774	13.549361974	0.057167542%
	"Oregon"	"41"	"2012"	"2012"	490	3899353	12.566187262	12.465591549	0.052654315%
	"Oregon"	"41"	"2013"	"2013"	455	3930065	11.577416659	11.321126423	0.048893292%
	"Oregon"	"41"	"2014"	"2014"	521	3970239	13.122635690	12.817912158	0.055985506%
	"Oregon"	"41"	"2015"	"2015"	505	4028977	12.534199128	12.047521521	0.054266182%
	"Oregon"	"41"	"2016"	"2016"	506	4093465	12.361165907	11.938560662	0.054373639%
	"Oregon"	"41"	"2017"	"2017"	529	4142776	12.769215618	12.338220176	0.056845168%
	"Oregon"	"41"	"2018"	"2018"	547	4190713	13.052671467	12.573260580	0.058779409%
	"Oregon"	"41"	"2019"	"2019"	615	4217737	14.581279013	13.968354207	0.066086538%
	"Oregon"	"41"	"2020 "	"2020"	803	4241507	18.931950366	18.672878764	0.086288602%
	"Pennsylvania"	"42"	"1999"	"1999"	983	12263805	8.015456867	8.074910420	0.105631003%
	"Pennsylvania"	"42"	"2000"	"2000"	1143	12281054	9.307018762	9.434567009	0.122824248%
	"Pennsylvania"	"42"	"2001"	"2001"	957	12298970	7.781139396	7.897566326	0.102837100%
	"Pennsylvania"	"42"	"2002"	"2002"	1097	12331031	8.896255309	9.100389577	0.117881190%
	"Pennsylvania"	"42"	"2003"	"2003"	1378	12374658	11.135661284	11.367445946	0.148076828%
	"Pennsylvania"	"42"	"2004"	"2004"	1539	12410722	12.400567832	12.669432584	0.165377531%
	"Pennsylvania"	"42"	"2005"	"2005"	1609	12449990	12.923705160	13.131442653	0.172899576%
	"Pennsylvania"	"42"	"2006"	"2006"	1630	12510809	13.028733793	13.437118528	0.175156190%
	"Pennsylvania"	"42"	"2007"	"2007"	1730	12563937	13.769569204	13.831959653	0.185901968%
	"Pennsylvania"	"42"	"2008"	"2008"	1843	12612285	14.612736709	14.832937786	0.198044698%
	"Pennsylvania"	"42"	"2009"	"2009"	1904	12666858	15.031351895	15.199059646	0.204599623%
	"Pennsylvania"	"42"	"2010"	"2010"	1913	12702379	15.060171012	15.286904573	0.205566743%
	"Pennsylvania"	"42"	"2011"	"2011"	2281	12742886	17.900183679	18.243225351	0.245111208%
	"Pennsylvania"	"42"	"2012"	"2012"	2357	12763536	18.466669425	18.871904089	0.253278000%
	"Pennsylvania"	"42"	"2013"	"2013"	2422	12773801	18.960683668	19.359238300	0.260262756%
	"Pennsylvania"	"42"	"2014"	"2014"	2727	12787209	21.325998504	21.853884054	0.293037380%
	"Pennsylvania"	"42"	"2015"	"2015"	3260	12802503	25.463770639	26.308232081	0.350312380%
	"Pennsylvania"	"42"	"2016"	"2016"	4609	12784227	36.052238434	37.700632291	0.495272932%
	"Pennsylvania"	"42"	"2017"	"2017"	5360	12805537	41.856893623	44.047185017	0.575973729%
	"Pennsylvania"	"42"	"2018"	"2018"	4388	12807060	34.262352171	35.881447776	0.471524761%
	"Pennsylvania"	"42"	"2019"	"2019"	4354	12801989	34.010340112	35.424849093	0.467871197%
	"Pennsylvania"	"42"	"2020 "	"2020"	5103	12783254	39.919413320	41.855735372	0.548357078%
	"Rhode Island"	"44"	"1999"	"1999"	58	1040402	5.574768215	5.491884209	0.006232552%
	"Rhode Island"	"44"	"2000"	"2000"	74	1048319	7.058920042	6.995739557	0.007951876%
	"Rhode Island"	"44"	"2001"	"2001"	110	1057142	10.405413842	10.202699243	0.011820356%
	"Rhode Island"	"44"	"2002"	"2002"	99	1065995	9.287097969	9.345513669	0.010638321%
	"Rhode Island"	"44"	"2003"	"2003"	146	1071342	13.627767790	13.731060760	0.015688837%
	"Rhode Island"	"44"	"2004"	"2004"	106	1074579	9.864328263	9.811193570	0.011390525%
	"Rhode Island"	"44"	"2005"	"2005"	156	1067916	14.607890508	14.301886221	0.016763414%
	"Rhode Island"	"44"	"2006"	"2006"	175	1063096	16.461354384	16.404506473	0.018805112%
	"Rhode Island"	"44"	"2007"	"2007"	135	1057315	12.768191126	12.424028641	0.014506801%
	"Rhode Island"	"44"	"2008"	"2008"	185	1055003	17.535495160	17.348064486	0.019879690%
	"Rhode Island"	"44"	"2009"	"2009"	161	1053646	15.280274400	14.775056602	0.017300703%
	"Rhode Island"	"44"	"2010"	"2010"	167	1052567	15.865973377	15.506605119	0.017945450%
	"Rhode Island"	"44"	"2011"	"2011"	190	1051302	18.072827789	17.667003368	0.020416979%
	"Rhode Island"	"44"	"2012"	"2012"	196	1050292	18.661476999	18.238409009	0.021061726%
	"Rhode Island"	"44"	"2013"	"2013"	241	1051511	22.919398846	22.374921109	0.025897326%
	"Rhode Island"	"44"	"2014"	"2014"	247	1055173	23.408483727	23.350083611	0.026542073%
	"Rhode Island"	"44"	"2015"	"2015"	310	1056298	29.347778752	28.184168777	0.033311913%
	"Rhode Island"	"44"	"2016"	"2016"	326	1056426	30.858763416	30.826821030	0.035031238%
	"Rhode Island"	"44"	"2017"	"2017"	320	1059639	30.198963987	31.018538683	0.034386491%
	"Rhode Island"	"44"	"2018"	"2018"	316	1057315	29.887025153	30.007579138	0.033956660%
	"Rhode Island"	"44"	"2019"	"2019"	306	1059361	28.885337482	29.417795769	0.032882082%
	"Rhode Island"	"44"	"2020 "	"2020"	397	1057125	37.554688424	38.162576891	0.042660741%
	"South Carolina"	"45"	"1999"	"1999"	147	3974682	3.698409080	3.705304341	0.015796294%
	"South Carolina"	"45"	"2000"	"2000"	258	4012012	6.430688642	6.455882929	0.027724109%
	"South Carolina"	"45"	"2001"	"2001"	242	4064995	5.953266855	5.942084753	0.026004784%
	"South Carolina"	"45"	"2002"	"2002"	217	4107795	5.282639470	5.324286930	0.023318339%
	"South Carolina"	"45"	"2003"	"2003"	287	4150297	6.915167758	6.989578001	0.030840384%
	"South Carolina"	"45"	"2004"	"2004"	354	4210921	8.406711976	8.397273478	0.038040056%
	"South Carolina"	"45"	"2005"	"2005"	427	4270150	9.999648724	9.924169566	0.045884474%
	"South Carolina"	"45"	"2006"	"2006"	552	4357847	12.666805420	12.652361909	0.059316697%
	"South Carolina"	"45"	"2007"	"2007"	541	4444110	12.173416050	12.063273704	0.058134662%
	"South Carolina"	"45"	"2008"	"2008"	564	4528996	12.453091149	12.473195170	0.060606191%
	"South Carolina"	"45"	"2009"	"2009"	615	4589872	13.399066466	13.265071893	0.066086538%
	"South Carolina"	"45"	"2010"	"2010"	676	4625364	14.615065971	14.589965789	0.072641463%
	"South Carolina"	"45"	"2011"	"2011"	617	4679230	13.185930164	13.289327466	0.066301453%
	"South Carolina"	"45"	"2012"	"2012"	586	4723723	12.405469161	12.428950879	0.062970262%
	"South Carolina"	"45"	"2013"	"2013"	620	4774839	12.984731004	12.968563063	0.066623827%
	"South Carolina"	"45"	"2014"	"2014"	698	4832482	14.443923433	14.372779335	0.075005534%
	"South Carolina"	"45"	"2015"	"2015"	761	4896146	15.542837162	15.654891702	0.081775375%
	"South Carolina"	"45"	"2016"	"2016"	876	4961119	17.657306749	18.019782775	0.094133020%
	"South Carolina"	"45"	"2017"	"2017"	1007	5024369	20.042317752	20.497778269	0.108209990%
	"South Carolina"	"45"	"2018"	"2018"	1121	5084127	22.049016478	22.555429118	0.120460177%
	"South Carolina"	"45"	"2019"	"2019"	1127	5148714	21.888961011	22.679196907	0.121104924%
	"South Carolina"	"45"	"2020 "	"2020"	1738	5218040	33.307525431	34.902554072	0.186761631%
	"South Dakota"	"46"	"1999"	"1999"	17	750412	Unreliable	Unreliable	0.001826782%
	"South Dakota"	"46"	"2000"	"2000"	20	754844	2.649554080	2.771165926	0.002149156%
	"South Dakota"	"46"	"2001"	"2001"	24	757972	3.166343875	3.224807467	0.002578987%
	"South Dakota"	"46"	"2002"	"2002"	22	760020	2.894660667	3.051417635	0.002364071%
	"South Dakota"	"46"	"2003"	"2003"	24	763729	3.142475931	3.311981058	0.002578987%
	"South Dakota"	"46"	"2004"	"2004"	43	770396	5.581545076	5.790596841	0.004620685%
	"South Dakota"	"46"	"2005"	"2005"	40	775493	5.158009163	5.526663485	0.004298311%
	"South Dakota"	"46"	"2006"	"2006"	37	783033	4.725215923	5.077531346	0.003975938%
	"South Dakota"	"46"	"2007"	"2007"	32	791623	4.042328229	4.057371777	0.003438649%
	"South Dakota"	"46"	"2008"	"2008"	54	799124	6.757399352	7.309765887	0.005802720%
	"South Dakota"	"46"	"2009"	"2009"	48	807067	5.947461611	6.544390783	0.005157974%
	"South Dakota"	"46"	"2010"	"2010"	45	814180	5.527033334	6.259828716	0.004835600%
	"South Dakota"	"46"	"2011"	"2011"	57	824082	6.916787407	7.087152915	0.006125094%
	"South Dakota"	"46"	"2012"	"2012"	42	833354	5.039875011	5.498840386	0.004513227%
	"South Dakota"	"46"	"2013"	"2013"	54	844877	6.391462899	6.821944528	0.005802720%
	"South Dakota"	"46"	"2014"	"2014"	63	853175	7.384182612	7.795163140	0.006769840%
	"South Dakota"	"46"	"2015"	"2015"	65	858469	7.571618777	8.357126420	0.006984756%
	"South Dakota"	"46"	"2016"	"2016"	68	865454	7.857147809	8.306440970	0.007307129%
	"South Dakota"	"46"	"2017"	"2017"	73	869666	8.394027132	8.455924722	0.007844418%
	"South Dakota"	"46"	"2018"	"2018"	57	882235	6.460863602	6.876648660	0.006125094%
	"South Dakota"	"46"	"2019"	"2019"	86	884659	9.721259830	10.472038754	0.009241370%
	"South Dakota"	"46"	"2020 "	"2020"	82	892717	9.185441747	10.180833531	0.008811538%
	"Tennessee"	"47"	"1999"	"1999"	344	5638706	6.100690478	6.058752855	0.036965478%
	"Tennessee"	"47"	"2000"	"2000"	397	5689283	6.978032205	6.930591506	0.042660741%
	"Tennessee"	"47"	"2001"	"2001"	424	5750789	7.372901353	7.342709502	0.045562101%
	"Tennessee"	"47"	"2002"	"2002"	491	5795918	8.471479410	8.457140713	0.052761773%
	"Tennessee"	"47"	"2003"	"2003"	662	5847812	11.320473367	11.333259812	0.071137054%
	"Tennessee"	"47"	"2004"	"2004"	763	5910809	12.908554480	12.836799478	0.081990290%
	"Tennessee"	"47"	"2005"	"2005"	872	5991057	14.555027602	14.532776807	0.093703189%
	"Tennessee"	"47"	"2006"	"2006"	973	6088766	15.980249528	15.959045613	0.104556425%
	"Tennessee"	"47"	"2007"	"2007"	983	6175727	15.917154369	15.810114024	0.105631003%
	"Tennessee"	"47"	"2008"	"2008"	934	6247411	14.950192968	14.731913082	0.100365571%
	"Tennessee"	"47"	"2009"	"2009"	961	6306019	15.239408571	15.137010163	0.103266932%
	"Tennessee"	"47"	"2010"	"2010"	1079	6346105	17.002555111	16.894371481	0.115946950%
	"Tennessee"	"47"	"2011"	"2011"	1086	6403353	16.959864621	17.085876643	0.116699155%
	"Tennessee"	"47"	"2012"	"2012"	1131	6456243	17.517927996	17.607844416	0.121534755%
	"Tennessee"	"47"	"2013"	"2013"	1186	6495978	18.257450995	18.084675681	0.127444933%
	"Tennessee"	"47"	"2014"	"2014"	1265	6549352	19.314887946	19.454363541	0.135934098%
	"Tennessee"	"47"	"2015"	"2015"	1457	6600299	22.074757522	22.157080806	0.156565993%
	"Tennessee"	"47"	"2016"	"2016"	1629	6651194	24.491843119	24.517124767	0.175048732%
	"Tennessee"	"47"	"2017"	"2017"	1774	6715984	26.414595389	26.547475936	0.190630111%
	"Tennessee"	"47"	"2018"	"2018"	1822	6770010	26.912811059	27.460676703	0.195788085%
	"Tennessee"	"47"	"2019"	"2019"	2089	6829174	30.589350923	31.178609489	0.224479313%
	"Tennessee"	"47"	"2020 "	"2020"	3034	6886834	44.055076687	45.643458918	0.326026920%
	"Texas"	"48"	"1999"	"1999"	1083	20558220	5.267965806	5.363473873	0.116376781%
	"Texas"	"48"	"2000"	"2000"	1020	20851820	4.891659337	4.978614596	0.109606941%
	"Texas"	"48"	"2001"	"2001"	1371	21319622	6.430695629	6.544686801	0.147324624%
	"Texas"	"48"	"2002"	"2002"	1592	21690325	7.339677944	7.476549646	0.171072794%
	"Texas"	"48"	"2003"	"2003"	1748	22030931	7.934299281	8.063953875	0.187836209%
	"Texas"	"48"	"2004"	"2004"	1803	22394023	8.051255462	8.146767345	0.193746387%
	"Texas"	"48"	"2005"	"2005"	1903	22778123	8.354507525	8.497163983	0.204492165%
	"Texas"	"48"	"2006"	"2006"	2187	23359580	9.362325864	9.459805194	0.235010176%
	"Texas"	"48"	"2007"	"2007"	2189	23831983	9.185135790	9.255626876	0.235225092%
	"Texas"	"48"	"2008"	"2008"	2047	24309039	8.420736007	8.532189125	0.219966086%
	"Texas"	"48"	"2009"	"2009"	2402	24801761	9.684796172	9.785246820	0.258113600%
	"Texas"	"48"	"2010"	"2010"	2394	25145561	9.520567070	9.555231224	0.257253938%
	"Texas"	"48"	"2011"	"2011"	2581	25674681	10.052705231	10.098744738	0.277348544%
	"Texas"	"48"	"2012"	"2012"	2442	26059203	9.370969634	9.378965498	0.262411911%
	"Texas"	"48"	"2013"	"2013"	2439	26448193	9.221802034	9.257160018	0.262089538%
	"Texas"	"48"	"2014"	"2014"	2594	26956958	9.622747493	9.649103988	0.278745495%
	"Texas"	"48"	"2015"	"2015"	2578	27469114	9.385086101	9.357701981	0.277026170%
	"Texas"	"48"	"2016"	"2016"	2822	27862596	10.128273762	10.111911789	0.303245870%
	"Texas"	"48"	"2017"	"2017"	2987	28304596	10.553056472	10.499871034	0.320976404%
	"Texas"	"48"	"2018"	"2018"	2999	28701845	10.448805643	10.410102719	0.322265898%
	"Texas"	"48"	"2019"	"2019"	3127	28995881	10.784290362	10.735044660	0.336020494%
	"Texas"	"48"	"2020 "	"2020"	4162	29360759	14.175382864	14.084664040	0.447239302%
	"Utah"	"49"	"1999"	"1999"	203	2203482	9.212691549	10.503629622	0.021813930%
	"Utah"	"49"	"2000"	"2000"	210	2233169	9.403677017	10.374369827	0.022566135%
	"Utah"	"49"	"2001"	"2001"	208	2283715	9.107966625	10.397051206	0.022351219%
	"Utah"	"49"	"2002"	"2002"	288	2324815	12.388082493	14.021063900	0.030947842%
	"Utah"	"49"	"2003"	"2003"	352	2360137	14.914388444	16.067135501	0.037825140%
	"Utah"	"49"	"2004"	"2004"	358	2401580	14.906852988	16.318715336	0.038469887%
	"Utah"	"49"	"2005"	"2005"	435	2457719	17.699338289	19.227685445	0.046744137%
	"Utah"	"49"	"2006"	"2006"	444	2525507	17.580628365	19.101114073	0.047711257%
	"Utah"	"49"	"2007"	"2007"	511	2597746	19.670899310	21.299702228	0.054910928%
	"Utah"	"49"	"2008"	"2008"	468	2663029	17.573973096	18.965915399	0.050290243%
	"Utah"	"49"	"2009"	"2009"	478	2723421	17.551454586	19.130496364	0.051364821%
	"Utah"	"49"	"2010"	"2010"	433	2763885	15.666353701	16.897119016	0.046529221%
	"Utah"	"49"	"2011"	"2011"	504	2817222	17.889963943	19.471214028	0.054158724%
	"Utah"	"49"	"2012"	"2012"	601	2855287	21.048672165	23.130969206	0.064582129%
	"Utah"	"49"	"2013"	"2013"	593	2900872	20.442129125	22.036373043	0.063722467%
	"Utah"	"49"	"2014"	"2014"	602	2942902	20.455998875	22.400454199	0.064689587%
	"Utah"	"49"	"2015"	"2015"	646	2995919	21.562665746	23.377322937	0.069417729%
	"Utah"	"49"	"2016"	"2016"	635	3051217	20.811368054	22.351631437	0.068235694%
	"Utah"	"49"	"2017"	"2017"	650	3101833	20.955351239	22.282516811	0.069847560%
	"Utah"	"49"	"2018"	"2018"	623	3161105	19.708298206	21.142942388	0.066946200%
	"Utah"	"49"	"2019"	"2019"	571	3205958	17.810588910	18.947137349	0.061358395%
	"Utah"	"49"	"2020 "	"2020"	621	3249879	19.108403728	20.489597208	0.066731285%
	"Vermont"	"50"	"1999"	"1999"	29	604683	4.795901323	4.691249420	0.003116276%
	"Vermont"	"50"	"2000"	"2000"	36	608827	5.913009771	5.798808450	0.003868480%
	"Vermont"	"50"	"2001"	"2001"	44	612223	7.186923719	7.089898560	0.004728143%
	"Vermont"	"50"	"2002"	"2002"	47	615442	7.636787869	7.506191439	0.005050516%
	"Vermont"	"50"	"2003"	"2003"	65	617858	10.520216619	10.230125849	0.006984756%
	"Vermont"	"50"	"2004"	"2004"	50	619920	8.065556846	8.015769021	0.005372889%
	"Vermont"	"50"	"2005"	"2005"	53	621215	8.531667780	8.467556625	0.005695263%
	"Vermont"	"50"	"2006"	"2006"	75	622892	12.040610571	12.226271436	0.008059334%
	"Vermont"	"50"	"2007"	"2007"	66	623481	10.585727552	10.845942530	0.007092214%
	"Vermont"	"50"	"2008"	"2008"	73	624151	11.695887694	10.947145553	0.007844418%
	"Vermont"	"50"	"2009"	"2009"	55	624817	8.802577395	8.292750798	0.005910178%
	"Vermont"	"50"	"2010"	"2010"	62	625741	9.908252775	9.466803961	0.006662383%
	"Vermont"	"50"	"2011"	"2011"	83	626431	13.249663570	12.886488611	0.008918996%
