state_fips,year,month,time,joshi,spencer,pop
28,2022,8,56,53,52,2967023
29,2022,8,56,187,173,6141534
30,2022,8,56,17,16,1077978
31,2022,8,56,17,15,1951480
32,2022,8,56,78,69,3059238
33,2022,8,56,36,35,1372175
34,2022,8,56,261,254,9234024
35,2022,8,56,70,64,2109366
36,2022,8,56,549,507,20114745
37,2022,8,56,377,362,10367022
38,2022,8,56,14,12,773344
39,2022,8,56,444,418,11769923
40,2022,8,56,98,91,3948136
41,2022,8,56,115,105,4207177
42,2022,8,56,445,419,12970650
44,2022,8,56,31,27,1091949
45,2022,8,56,189,180,5078903
46,2022,8,56,5,5,881785
47,2022,8,56,286,269,6859497
48,2022,8,56,477,447,28862581
49,2022,8,56,53,44,3231370
50,2022,8,56,23,21,641637
51,2022,8,56,229,223,8582479
53,2022,8,56,254,238,7617364
54,2022,8,56,111,107,1801049
55,2022,8,56,145,126,5871661
56,2022,8,56,7,3,576641
11,2022,8,56,46,45,683154
1,2023,8,68,117,110,4997675
2,2023,8,68,29,26,735951
4,2023,8,68,266,252,7079203
5,2023,8,68,51,43,3006309
6,2023,8,68,999,960,39455353
8,2023,8,68,173,145,5723176
9,2023,8,68,105,98,3605330
10,2023,8,68,46,44,981892
12,2023,8,68,630,589,21339762
13,2023,8,68,210,201,10625615
15,2023,8,68,42,39,1453498
16,2023,8,68,23,21,1811617
17,2023,8,68,309,291,12821813
18,2023,8,68,208,188,6751340
19,2023,8,68,36,32,3179090
20,2023,8,68,50,40,2932099
21,2023,8,68,182,176,4494141
22,2023,8,68,211,192,4657305
23,2023,8,68,40,37,1357046
24,2023,8,68,198,127,6148545
25,2023,8,68,204,198,6991852
26,2023,8,68,238,200,10062512
27,2023,8,68,110,106,5670472
28,2023,8,68,56,53,2967023
29,2023,8,68,182,171,6141534
30,2023,8,68,11,10,1077978
31,2023,8,68,16,14,1951480
32,2023,8,68,125,118,3059238
33,2023,8,68,31,31,1372175
34,2023,8,68,249,241,9234024
35,2023,8,68,90,88,2109366
36,2023,8,68,574,535,20114745
37,2023,8,68,222,209,10367022
38,2023,8,68,11,11,773344
39,2023,8,68,418,387,11769923
40,2023,8,68,100,96,3948136
41,2023,8,68,170,162,4207177
42,2023,8,68,352,332,12970650
44,2023,8,68,27,26,1091949
45,2023,8,68,174,167,5078903
46,2023,8,68,6,6,881785
47,2023,8,68,325,317,6859497
48,2023,8,68,583,551,28862581
49,2023,8,68,53,44,3231370
50,2023,8,68,27,25,641637
51,2023,8,68,205,191,8582479
53,2023,8,68,276,261,7617364
54,2023,8,68,121,119,1801049
55,2023,8,68,139,122,5871661
56,2023,8,68,8,5,576641
11,2023,8,68,53,53,683154
1,2018,9,9,64,57,4864680
2,2018,9,9,6,6,738516
4,2018,9,9,116,103,6946685
5,2018,9,9,27,24,2990671
6,2018,9,9,470,426,39148760
8,2018,9,9,66,56,5531141
9,2018,9,9,95,90,3581504
10,2018,9,9,37,37,949495
12,2018,9,9,388,340,20598139
13,2018,9,9,113,100,10297484
15,2018,9,9,21,17,1422029
16,2018,9,9,14,10,1687809
17,2018,9,9,219,203,12821497
18,2018,9,9,130,117,6637426
19,2018,9,9,28,24,3132499
20,2018,9,9,28,24,2908776
21,2018,9,9,106,101,4440204
22,2018,9,9,90,79,4663616
23,2018,9,9,25,22,1332813
24,2018,9,9,173,30,6003435
25,2018,9,9,165,155,6830193
26,2018,9,9,196,164,9957488
27,2018,9,9,49,40,5527358
28,2018,9,9,25,21,2988762
29,2018,9,9,140,127,6090062
30,2018,9,9,11,2,1041732
31,2018,9,9,9,1,1904760
32,2018,9,9,54,46,2922849
33,2018,9,9,35,32,1343622
34,2018,9,9,237,227,8881845
35,2018,9,9,46,39,2092434
36,2018,9,9,274,240,19618453
37,2018,9,9,204,184,10155624
38,2018,9,9,8,8,752201
39,2018,9,9,367,346,11641879
40,2018,9,9,48,41,3918137
41,2018,9,9,42,34,4081943
42,2018,9,9,365,340,12791181
44,2018,9,9,25,24,1056611
45,2018,9,9,80,76,4955925
46,2018,9,9,5,3,864289
47,2018,9,9,146,137,6651089
48,2018,9,9,258,237,27885195
49,2018,9,9,43,38,3045350
50,2018,9,9,15,11,624977
51,2018,9,9,146,130,8413774
53,2018,9,9,100,81,7294336
54,2018,9,9,66,63,1829054
55,2018,9,9,86,75,5778394
56,2018,9,9,7,7,581836
11,2018,9,9,29,29,684498
1,2019,9,21,51,44,4876250
2,2019,9,21,12,11,737068
4,2019,9,21,183,168,7050299
5,2019,9,21,26,22,2999370
6,2019,9,21,520,482,39283497
8,2019,9,21,87,69,5610349
9,2019,9,21,97,87,3575074
10,2019,9,21,33,33,957248
12,2019,9,21,485,436,20901636
13,2019,9,21,112,96,10403847
15,2019,9,21,20,15,1422094
16,2019,9,21,23,20,1717750
17,2019,9,21,250,227,12770631
18,2019,9,21,139,122,6665703
19,2019,9,21,38,34,3139508
20,2019,9,21,33,27,2910652
21,2019,9,21,101,95,4449052
22,2019,9,21,114,105,4664362
23,2019,9,21,29,26,1335492
24,2019,9,21,187,42,6018848
25,2019,9,21,168,158,6850553
26,2019,9,21,199,156,9965265
27,2019,9,21,61,52,5563378
28,2019,9,21,30,23,2984418
29,2019,9,21,148,140,6104910
30,2019,9,21,10,2,1050649
31,2019,9,21,14,5,1914571
32,2019,9,21,59,43,2972382
33,2019,9,21,36,32,1348124
34,2019,9,21,218,209,8878503
35,2019,9,21,55,48,2092454
36,2019,9,21,274,248,19572319
37,2019,9,21,193,176,10264876
38,2019,9,21,8,7,756717
39,2019,9,21,355,334,11655397
40,2019,9,21,69,59,3932870
41,2019,9,21,52,42,4129803
42,2019,9,21,355,331,12791530
44,2019,9,21,18,17,1057231
45,2019,9,21,105,92,5020806
46,2019,9,21,10,2,870638
47,2019,9,21,180,166,6709356
48,2019,9,21,238,213,28260856
49,2019,9,21,46,34,3096848
50,2019,9,21,9,9,624313
51,2019,9,21,124,110,8454463
53,2019,9,21,107,94,7404107
54,2019,9,21,62,59,1817305
55,2019,9,21,101,92,5790716
56,2019,9,21,9,8,581024
11,2019,9,21,37,37,692683
1,2020,9,33,70,62,4893186
2,2020,9,33,13,11,736990
4,2020,9,33,188,172,7174064
5,2020,9,33,37,30,3011873
6,2020,9,33,772,728,39346023
8,2020,9,33,128,109,5684926
9,2020,9,33,125,114,3570549
10,2020,9,33,36,35,967679
12,2020,9,33,657,626,21216924
13,2020,9,33,139,132,10516579
15,2020,9,33,29,27,1420074
16,2020,9,33,24,20,1754367
17,2020,9,33,286,272,12716164
18,2020,9,33,175,162,6696893
19,2020,9,33,44,34,3150011
20,2020,9,33,35,26,2912619
21,2020,9,33,167,162,4461952
22,2020,9,33,165,150,4664616
23,2020,9,33,37,34,1340825
24,2020,9,33,243,82,6037624
25,2020,9,33,172,163,6873003
26,2020,9,33,202,179,9973907
27,2020,9,33,79,74,5600166
28,2020,9,33,36,35,2981835
29,2020,9,33,140,126,6124160
30,2020,9,33,15,12,1061705
31,2020,9,33,23,19,1923826
32,2020,9,33,51,48,3030281
33,2020,9,33,32,30,1355244
34,2020,9,33,223,215,8885418
35,2020,9,33,71,67,2097021
36,2020,9,33,389,345,19514849
37,2020,9,33,228,222,10386227
38,2020,9,33,13,12,760394
39,2020,9,33,438,414,11675275
40,2020,9,33,50,46,3949342
41,2020,9,33,63,52,4176346
42,2020,9,33,435,416,12794885
44,2020,9,33,33,31,1057798
45,2020,9,33,145,139,5091517
46,2020,9,33,8,3,879336
47,2020,9,33,244,227,6772268
48,2020,9,33,335,310,28635442
49,2020,9,33,42,36,3151239
50,2020,9,33,13,11,624340
51,2020,9,33,183,175,8509358
53,2020,9,33,125,114,7512465
54,2020,9,33,126,121,1807426
55,2020,9,33,126,111,5806975
56,2020,9,33,12,10,581348
11,2020,9,33,38,38,701974
1,2021,9,45,124,120,4997675
2,2021,9,45,18,16,735951
4,2021,9,45,222,204,7079203
5,2021,9,45,52,46,3006309
6,2021,9,45,944,886,39455353
8,2021,9,45,173,162,5723176
9,2021,9,45,140,130,3605330
10,2021,9,45,29,28,981892
12,2021,9,45,646,611,21339762
13,2021,9,45,207,194,10625615
15,2021,9,45,20,15,1453498
16,2021,9,45,33,28,1811617
17,2021,9,45,304,275,12821813
18,2021,9,45,264,245,6751340
19,2021,9,45,33,23,3179090
20,2021,9,45,62,56,2932099
21,2021,9,45,214,204,4494141
22,2021,9,45,232,222,4657305
23,2021,9,45,57,53,1357046
24,2021,9,45,208,83,6148545
25,2021,9,45,209,201,6991852
26,2021,9,45,245,208,10062512
27,2021,9,45,106,96,5670472
28,2021,9,45,56,54,2967023
29,2021,9,45,173,164,6141534
30,2021,9,45,16,16,1077978
31,2021,9,45,16,15,1951480
32,2021,9,45,66,61,3059238
33,2021,9,45,44,38,1372175
34,2021,9,45,260,248,9234024
35,2021,9,45,82,77,2109366
36,2021,9,45,494,457,20114745
37,2021,9,45,307,289,10367022
38,2021,9,45,12,11,773344
39,2021,9,45,441,422,11769923
40,2021,9,45,81,78,3948136
41,2021,9,45,108,93,4207177
42,2021,9,45,451,429,12970650
44,2021,9,45,38,36,1091949
45,2021,9,45,206,197,5078903
46,2021,9,45,7,7,881785
47,2021,9,45,328,321,6859497
48,2021,9,45,420,388,28862581
49,2021,9,45,50,42,3231370
50,2021,9,45,26,23,641637
51,2021,9,45,224,216,8582479
53,2021,9,45,185,179,7617364
54,2021,9,45,109,105,1801049
55,2021,9,45,140,130,5871661
56,2021,9,45,5,5,576641
11,2021,9,45,45,43,683154
1,2022,9,57,122,113,4997675
2,2022,9,57,14,14,735951
4,2022,9,57,220,193,7079203
5,2022,9,57,32,30,3006309
6,2022,9,57,1019,964,39455353
8,2022,9,57,145,133,5723176
9,2022,9,57,131,127,3605330
10,2022,9,57,44,43,981892
12,2022,9,57,612,577,21339762
13,2022,9,57,223,213,10625615
15,2022,9,57,34,32,1453498
16,2022,9,57,31,27,1811617
17,2022,9,57,308,290,12821813
18,2022,9,57,209,184,6751340
19,2022,9,57,30,25,3179090
20,2022,9,57,63,57,2932099
21,2022,9,57,158,146,4494141
22,2022,9,57,192,171,4657305
23,2022,9,57,54,53,1357046
24,2022,9,57,188,90,6148545
25,2022,9,57,209,198,6991852
26,2022,9,57,232,204,10062512
27,2022,9,57,107,98,5670472
28,2022,9,57,67,63,2967023
29,2022,9,57,191,173,6141534
30,2022,9,57,13,13,1077978
31,2022,9,57,13,13,1951480
32,2022,9,57,121,116,3059238
33,2022,9,57,37,37,1372175
34,2022,9,57,248,242,9234024
35,2022,9,57,82,78,2109366
36,2022,9,57,521,484,20114745
37,2022,9,57,367,350,10367022
38,2022,9,57,11,6,773344
39,2022,9,57,400,386,11769923
40,2022,9,57,91,88,3948136
41,2022,9,57,101,91,4207177
42,2022,9,57,385,362,12970650
44,2022,9,57,35,34,1091949
45,2022,9,57,180,175,5078903
46,2022,9,57,13,11,881785
47,2022,9,57,338,331,6859497
48,2022,9,57,479,442,28862581
49,2022,9,57,56,39,3231370
50,2022,9,57,18,16,641637
51,2022,9,57,204,192,8582479
53,2022,9,57,206,192,7617364
54,2022,9,57,92,89,1801049
55,2022,9,57,130,121,5871661
56,2022,9,57,14,12,576641
11,2022,9,57,45,43,683154
1,2023,9,69,110,105,4997675
2,2023,9,69,35,32,735951
4,2023,9,69,192,177,7079203
5,2023,9,69,39,36,3006309
6,2023,9,69,865,835,39455353
8,2023,9,69,149,137,5723176
9,2023,9,69,111,107,3605330
10,2023,9,69,39,37,981892
12,2023,9,69,549,521,21339762
13,2023,9,69,190,178,10625615
15,2023,9,69,23,22,1453498
16,2023,9,69,32,26,1811617
17,2023,9,69,273,260,12821813
18,2023,9,69,172,156,6751340
19,2023,9,69,43,36,3179090
20,2023,9,69,50,41,2932099
21,2023,9,69,162,151,4494141
22,2023,9,69,187,173,4657305
23,2023,9,69,53,49,1357046
24,2023,9,69,177,120,6148545
25,2023,9,69,192,179,6991852
26,2023,9,69,219,183,10062512
27,2023,9,69,110,94,5670472
28,2023,9,69,51,48,2967023
29,2023,9,69,155,141,6141534
30,2023,9,69,10,8,1077978
31,2023,9,69,11,11,1951480
32,2023,9,69,105,94,3059238
33,2023,9,69,47,42,1372175
34,2023,9,69,185,178,9234024
35,2023,9,69,67,66,2109366
36,2023,9,69,458,425,20114745
37,2023,9,69,177,171,10367022
38,2023,9,69,7,4,773344
39,2023,9,69,342,325,11769923
40,2023,9,69,99,94,3948136
41,2023,9,69,154,145,4207177
42,2023,9,69,339,313,12970650
44,2023,9,69,32,28,1091949
45,2023,9,69,155,147,5078903
46,2023,9,69,10,1,881785
47,2023,9,69,321,310,6859497
48,2023,9,69,440,415,28862581
49,2023,9,69,59,48,3231370
50,2023,9,69,18,17,641637
51,2023,9,69,169,163,8582479
53,2023,9,69,287,277,7617364
54,2023,9,69,110,108,1801049
55,2023,9,69,130,117,5871661
56,2023,9,69,13,11,576641
11,2023,9,69,47,46,683154
1,2018,10,10,44,40,4864680
2,2018,10,10,8,8,738516
4,2018,10,10,122,108,6946685
5,2018,10,10,29,24,2990671
6,2018,10,10,459,401,39148760
8,2018,10,10,83,65,5531141
9,2018,10,10,84,79,3581504
10,2018,10,10,38,38,949495
12,2018,10,10,394,351,20598139
13,2018,10,10,104,94,10297484
15,2018,10,10,11,5,1422029
16,2018,10,10,17,13,1687809
17,2018,10,10,253,231,12821497
18,2018,10,10,146,130,6637426
19,2018,10,10,20,13,3132499
20,2018,10,10,27,18,2908776
21,2018,10,10,111,106,4440204
22,2018,10,10,86,74,4663616
23,2018,10,10,23,20,1332813
24,2018,10,10,173,35,6003435
25,2018,10,10,164,155,6830193
26,2018,10,10,193,161,9957488
27,2018,10,10,56,49,5527358
28,2018,10,10,22,20,2988762
29,2018,10,10,156,145,6090062
30,2018,10,10,11,4,1041732
31,2018,10,10,9,8,1904760
32,2018,10,10,53,43,2922849
33,2018,10,10,42,38,1343622
34,2018,10,10,270,258,8881845
35,2018,10,10,32,27,2092434
36,2018,10,10,321,295,19618453
37,2018,10,10,192,176,10155624
38,2018,10,10,4,3,752201
39,2018,10,10,328,309,11641879
40,2018,10,10,56,48,3918137
41,2018,10,10,38,24,4081943
42,2018,10,10,362,330,12791181
44,2018,10,10,34,34,1056611
45,2018,10,10,95,92,4955925
46,2018,10,10,8,8,864289
47,2018,10,10,141,133,6651089
48,2018,10,10,223,192,27885195
49,2018,10,10,37,29,3045350
50,2018,10,10,16,16,624977
51,2018,10,10,132,120,8413774
53,2018,10,10,103,91,7294336
54,2018,10,10,72,70,1829054
55,2018,10,10,89,80,5778394
56,2018,10,10,7,2,581836
11,2018,10,10,19,18,684498
1,2019,10,22,68,64,4876250
2,2019,10,22,17,15,737068
4,2019,10,22,170,153,7050299
5,2019,10,22,32,23,2999370
6,2019,10,22,506,463,39283497
8,2019,10,22,98,86,5610349
9,2019,10,22,88,83,3575074
10,2019,10,22,29,29,957248
12,2019,10,22,538,490,20901636
13,2019,10,22,98,81,10403847
15,2019,10,22,23,19,1422094
16,2019,10,22,23,21,1717750
17,2019,10,22,225,209,12770631
18,2019,10,22,170,146,6665703
19,2019,10,22,26,20,3139508
20,2019,10,22,17,14,2910652
21,2019,10,22,122,115,4449052
22,2019,10,22,145,125,4664362
23,2019,10,22,46,43,1335492
24,2019,10,22,188,29,6018848
25,2019,10,22,202,190,6850553
26,2019,10,22,201,168,9965265
27,2019,10,22,70,59,5563378
28,2019,10,22,30,28,2984418
29,2019,10,22,144,128,6104910
30,2019,10,22,6,6,1050649
31,2019,10,22,6,6,1914571
32,2019,10,22,39,33,2972382
33,2019,10,22,37,37,1348124
34,2019,10,22,243,233,8878503
35,2019,10,22,50,44,2092454
36,2019,10,22,323,292,19572319
37,2019,10,22,185,171,10264876
38,2019,10,22,5,5,756717
39,2019,10,22,376,357,11655397
40,2019,10,22,52,41,3932870
41,2019,10,22,40,29,4129803
42,2019,10,22,368,338,12791530
44,2019,10,22,25,24,1057231
45,2019,10,22,97,92,5020806
46,2019,10,22,8,6,870638
47,2019,10,22,187,177,6709356
48,2019,10,22,271,244,28260856
49,2019,10,22,50,38,3096848
50,2019,10,22,7,7,624313
51,2019,10,22,155,146,8454463
53,2019,10,22,101,89,7404107
54,2019,10,22,78,77,1817305
55,2019,10,22,101,87,5790716
56,2019,10,22,8,1,581024
11,2019,10,22,30,30,692683
1,2020,10,34,62,60,4893186
2,2020,10,34,11,1,736990
4,2020,10,34,201,175,7174064
5,2020,10,34,38,30,3011873
6,2020,10,34,760,725,39346023
8,2020,10,34,110,91,5684926
9,2020,10,34,99,95,3570549
10,2020,10,34,28,27,967679
12,2020,10,34,559,527,21216924
13,2020,10,34,144,133,10516579
15,2020,10,34,25,22,1420074
16,2020,10,34,22,16,1754367
17,2020,10,34,242,225,12716164
18,2020,10,34,196,181,6696893
19,2020,10,34,35,28,3150011
20,2020,10,34,37,34,2912619
21,2020,10,34,170,166,4461952
22,2020,10,34,152,140,4664616
23,2020,10,34,34,31,1340825
24,2020,10,34,274,76,6037624
25,2020,10,34,196,192,6873003
26,2020,10,34,226,196,9973907
27,2020,10,34,91,82,5600166
28,2020,10,34,42,40,2981835
29,2020,10,34,161,150,6124160
30,2020,10,34,13,7,1061705
31,2020,10,34,16,15,1923826
32,2020,10,34,80,76,3030281
33,2020,10,34,26,23,1355244
34,2020,10,34,204,194,8885418
35,2020,10,34,69,63,2097021
36,2020,10,34,417,372,19514849
37,2020,10,34,234,220,10386227
38,2020,10,34,9,9,760394
39,2020,10,34,433,419,11675275
40,2020,10,34,73,70,3949342
41,2020,10,34,59,50,4176346
42,2020,10,34,393,361,12794885
44,2020,10,34,26,24,1057798
45,2020,10,34,119,116,5091517
46,2020,10,34,8,1,879336
47,2020,10,34,270,258,6772268
48,2020,10,34,303,280,28635442
49,2020,10,34,53,49,3151239
50,2020,10,34,21,16,624340
51,2020,10,34,199,181,8509358
53,2020,10,34,142,124,7512465
54,2020,10,34,100,98,1807426
55,2020,10,34,111,101,5806975
56,2020,10,34,10,2,581348
11,2020,10,34,34,32,701974
1,2021,10,46,110,105,4997675
2,2021,10,46,26,25,735951
4,2021,10,46,216,197,7079203
5,2021,10,46,46,43,3006309
6,2021,10,46,895,860,39455353
8,2021,10,46,146,126,5723176
9,2021,10,46,115,105,3605330
10,2021,10,46,45,45,981892
12,2021,10,46,672,637,21339762
13,2021,10,46,213,198,10625615
15,2021,10,46,35,33,1453498
16,2021,10,46,26,21,1811617
17,2021,10,46,323,302,12821813
18,2021,10,46,217,197,6751340
19,2021,10,46,30,24,3179090
20,2021,10,46,50,47,2932099
21,2021,10,46,195,188,4494141
22,2021,10,46,187,174,4657305
23,2021,10,46,63,59,1357046
24,2021,10,46,218,80,6148545
25,2021,10,46,224,212,6991852
26,2021,10,46,246,199,10062512
27,2021,10,46,111,102,5670472
28,2021,10,46,59,58,2967023
29,2021,10,46,174,165,6141534
30,2021,10,46,3,3,1077978
31,2021,10,46,16,10,1951480
32,2021,10,46,73,66,3059238
33,2021,10,46,38,37,1372175
34,2021,10,46,275,262,9234024
35,2021,10,46,78,72,2109366
36,2021,10,46,492,462,20114745
37,2021,10,46,311,298,10367022
38,2021,10,46,13,12,773344
39,2021,10,46,447,427,11769923
40,2021,10,46,90,81,3948136
41,2021,10,46,102,94,4207177
42,2021,10,46,440,416,12970650
44,2021,10,46,46,44,1091949
45,2021,10,46,188,180,5078903
46,2021,10,46,10,7,881785
47,2021,10,46,333,321,6859497
48,2021,10,46,341,313,28862581
49,2021,10,46,54,44,3231370
50,2021,10,46,23,19,641637
51,2021,10,46,221,202,8582479
53,2021,10,46,194,188,7617364
54,2021,10,46,115,111,1801049
55,2021,10,46,142,126,5871661
56,2021,10,46,3,3,576641
11,2021,10,46,31,28,683154
1,2022,10,58,135,131,4997675
2,2022,10,58,19,18,735951
4,2022,10,58,207,193,7079203
5,2022,10,58,53,51,3006309
6,2022,10,58,888,842,39455353
8,2022,10,58,155,131,5723176
9,2022,10,58,143,138,3605330
10,2022,10,58,39,39,981892
12,2022,10,58,639,598,21339762
13,2022,10,58,202,191,10625615
15,2022,10,58,19,13,1453498
16,2022,10,58,26,23,1811617
17,2022,10,58,307,288,12821813
18,2022,10,58,240,218,6751340
19,2022,10,58,47,36,3179090
20,2022,10,58,49,46,2932099
21,2022,10,58,209,204,4494141
22,2022,10,58,186,172,4657305
23,2022,10,58,61,58,1357046
24,2022,10,58,205,95,6148545
25,2022,10,58,250,232,6991852
26,2022,10,58,260,216,10062512
27,2022,10,58,128,111,5670472
28,2022,10,58,62,60,2967023
29,2022,10,58,182,163,6141534
30,2022,10,58,15,13,1077978
31,2022,10,58,18,17,1951480
32,2022,10,58,80,74,3059238
33,2022,10,58,38,37,1372175
34,2022,10,58,263,251,9234024
35,2022,10,58,85,81,2109366
36,2022,10,58,558,519,20114745
37,2022,10,58,352,335,10367022
38,2022,10,58,10,6,773344
39,2022,10,58,472,450,11769923
40,2022,10,58,104,96,3948136
41,2022,10,58,116,110,4207177
42,2022,10,58,446,416,12970650
44,2022,10,58,44,40,1091949
45,2022,10,58,181,167,5078903
46,2022,10,58,9,9,881785
47,2022,10,58,335,328,6859497
48,2022,10,58,426,385,28862581
49,2022,10,58,45,34,3231370
50,2022,10,58,23,22,641637
51,2022,10,58,213,196,8582479
53,2022,10,58,232,220,7617364
54,2022,10,58,120,118,1801049
55,2022,10,58,131,121,5871661
56,2022,10,58,10,10,576641
11,2022,10,58,51,51,683154
1,2023,10,70,126,122,4997675
2,2023,10,70,26,25,735951
4,2023,10,70,189,176,7079203
5,2023,10,70,37,32,3006309
6,2023,10,70,863,811,39455353
8,2023,10,70,160,146,5723176
9,2023,10,70,89,86,3605330
10,2023,10,70,39,37,981892
12,2023,10,70,555,522,21339762
13,2023,10,70,174,161,10625615
15,2023,10,70,13,12,1453498
16,2023,10,70,31,29,1811617
17,2023,10,70,289,276,12821813
18,2023,10,70,171,148,6751340
19,2023,10,70,18,12,3179090
20,2023,10,70,46,41,2932099
21,2023,10,70,150,143,4494141
22,2023,10,70,151,137,4657305
23,2023,10,70,53,49,1357046
24,2023,10,70,229,147,6148545
25,2023,10,70,169,164,6991852
26,2023,10,70,210,172,10062512
27,2023,10,70,103,94,5670472
28,2023,10,70,46,43,2967023
29,2023,10,70,175,161,6141534
30,2023,10,70,21,19,1077978
31,2023,10,70,11,2,1951480
32,2023,10,70,104,96,3059238
33,2023,10,70,26,24,1372175
34,2023,10,70,205,200,9234024
35,2023,10,70,80,75,2109366
36,2023,10,70,495,465,20114745
37,2023,10,70,154,142,10367022
38,2023,10,70,10,10,773344
39,2023,10,70,357,334,11769923
40,2023,10,70,100,94,3948136
41,2023,10,70,173,160,4207177
42,2023,10,70,388,371,12970650
44,2023,10,70,26,25,1091949
45,2023,10,70,180,174,5078903
46,2023,10,70,8,8,881785
47,2023,10,70,282,269,6859497
48,2023,10,70,415,383,28862581
49,2023,10,70,46,43,3231370
50,2023,10,70,24,23,641637
51,2023,10,70,175,168,8582479
53,2023,10,70,272,255,7617364
54,2023,10,70,102,100,1801049
55,2023,10,70,128,117,5871661
56,2023,10,70,11,1,576641
11,2023,10,70,40,38,683154
1,2018,11,11,52,46,4864680
2,2018,11,11,13,12,738516
4,2018,11,11,148,124,6946685
5,2018,11,11,25,18,2990671
6,2018,11,11,392,353,39148760
8,2018,11,11,73,65,5531141
9,2018,11,11,93,86,3581504
10,2018,11,11,37,37,949495
12,2018,11,11,424,387,20598139
13,2018,11,11,106,98,10297484
15,2018,11,11,20,19,1422029
16,2018,11,11,14,13,1687809
17,2018,11,11,192,180,12821497
18,2018,11,11,118,103,6637426
19,2018,11,11,19,15,3132499
20,2018,11,11,21,18,2908776
21,2018,11,11,109,98,4440204
22,2018,11,11,99,88,4663616
23,2018,11,11,28,23,1332813
24,2018,11,11,177,40,6003435
25,2018,11,11,172,163,6830193
26,2018,11,11,195,166,9957488
27,2018,11,11,60,51,5527358
28,2018,11,11,22,21,2988762
29,2018,11,11,137,126,6090062
30,2018,11,11,9,9,1041732
31,2018,11,11,15,12,1904760
32,2018,11,11,50,47,2922849
33,2018,11,11,37,31,1343622
34,2018,11,11,221,218,8881845
35,2018,11,11,28,28,2092434
36,2018,11,11,258,229,19618453
37,2018,11,11,173,163,10155624
38,2018,11,11,9,4,752201
39,2018,11,11,318,297,11641879
40,2018,11,11,47,40,3918137
41,2018,11,11,43,34,4081943
42,2018,11,11,316,289,12791181
44,2018,11,11,29,27,1056611
45,2018,11,11,75,70,4955925
46,2018,11,11,4,1,864289
47,2018,11,11,156,148,6651089
48,2018,11,11,235,195,27885195
49,2018,11,11,42,33,3045350
50,2018,11,11,5,1,624977
51,2018,11,11,110,99,8413774
53,2018,11,11,83,70,7294336
54,2018,11,11,60,58,1829054
55,2018,11,11,83,68,5778394
56,2018,11,11,9,9,581836
11,2018,11,11,21,20,684498
1,2019,11,23,59,51,4876250
2,2019,11,23,8,8,737068
4,2019,11,23,154,143,7050299
5,2019,11,23,31,26,2999370
6,2019,11,23,545,501,39283497
8,2019,11,23,91,78,5610349
9,2019,11,23,101,93,3575074
10,2019,11,23,30,27,957248
12,2019,11,23,508,474,20901636
13,2019,11,23,111,92,10403847
15,2019,11,23,18,15,1422094
16,2019,11,23,25,20,1717750
17,2019,11,23,251,236,12770631
18,2019,11,23,137,130,6665703
19,2019,11,23,33,26,3139508
20,2019,11,23,33,30,2910652
21,2019,11,23,122,116,4449052
22,2019,11,23,133,121,4664362
23,2019,11,23,26,24,1335492
24,2019,11,23,196,45,6018848
25,2019,11,23,193,181,6850553
26,2019,11,23,223,191,9965265
27,2019,11,23,62,48,5563378
28,2019,11,23,27,26,2984418
29,2019,11,23,135,120,6104910
30,2019,11,23,13,12,1050649
31,2019,11,23,15,11,1914571
32,2019,11,23,45,42,2972382
33,2019,11,23,27,26,1348124
34,2019,11,23,263,257,8878503
35,2019,11,23,49,48,2092454
36,2019,11,23,299,267,19572319
37,2019,11,23,169,162,10264876
38,2019,11,23,10,3,756717
39,2019,11,23,413,398,11655397
40,2019,11,23,60,51,3932870
41,2019,11,23,51,39,4129803
42,2019,11,23,390,359,12791530
44,2019,11,23,22,21,1057231
45,2019,11,23,99,97,5020806
46,2019,11,23,8,8,870638
47,2019,11,23,191,181,6709356
48,2019,11,23,278,246,28260856
49,2019,11,23,55,45,3096848
50,2019,11,23,8,8,624313
51,2019,11,23,134,122,8454463
53,2019,11,23,99,86,7404107
54,2019,11,23,85,79,1817305
55,2019,11,23,103,97,5790716
56,2019,11,23,7,4,581024
11,2019,11,23,31,30,692683
1,2020,11,35,73,71,4893186
2,2020,11,35,13,13,736990
4,2020,11,35,193,172,7174064
5,2020,11,35,39,35,3011873
6,2020,11,35,734,695,39346023
8,2020,11,35,121,104,5684926
9,2020,11,35,104,99,3570549
10,2020,11,35,22,21,967679
12,2020,11,35,577,547,21216924
13,2020,11,35,143,139,10516579
15,2020,11,35,20,19,1420074
16,2020,11,35,23,19,1754367
17,2020,11,35,287,264,12716164
18,2020,11,35,166,151,6696893
19,2020,11,35,35,30,3150011
20,2020,11,35,29,27,2912619
21,2020,11,35,170,165,4461952
22,2020,11,35,153,138,4664616
23,2020,11,35,44,40,1340825
24,2020,11,35,223,78,6037624
25,2020,11,35,181,171,6873003
26,2020,11,35,196,155,9973907
27,2020,11,35,87,78,5600166
28,2020,11,35,40,38,2981835
29,2020,11,35,145,138,6124160
30,2020,11,35,14,13,1061705
31,2020,11,35,9,9,1923826
32,2020,11,35,72,63,3030281
33,2020,11,35,26,22,1355244
34,2020,11,35,238,226,8885418
35,2020,11,35,71,67,2097021
36,2020,11,35,397,366,19514849
37,2020,11,35,246,238,10386227
38,2020,11,35,9,9,760394
39,2020,11,35,402,391,11675275
