state_fips,year,month,time,joshi,spencer,pop
16,2018,6,6,26,22,1687809
17,2018,6,6,210,187,12821497
18,2018,6,6,141,123,6637426
19,2018,6,6,24,19,3132499
20,2018,6,6,35,28,2908776
21,2018,6,6,110,106,4440204
22,2018,6,6,101,83,4663616
23,2018,6,6,31,29,1332813
24,2018,6,6,223,50,6003435
25,2018,6,6,207,199,6830193
26,2018,6,6,223,189,9957488
27,2018,6,6,52,47,5527358
28,2018,6,6,22,18,2988762
29,2018,6,6,149,139,6090062
30,2018,6,6,14,7,1041732
31,2018,6,6,12,10,1904760
32,2018,6,6,69,55,2922849
33,2018,6,6,19,18,1343622
34,2018,6,6,246,235,8881845
35,2018,6,6,60,50,2092434
36,2018,6,6,317,285,19618453
37,2018,6,6,219,200,10155624
38,2018,6,6,6,6,752201
39,2018,6,6,322,301,11641879
40,2018,6,6,66,53,3918137
41,2018,6,6,48,39,4081943
42,2018,6,6,414,377,12791181
44,2018,6,6,34,30,1056611
45,2018,6,6,91,84,4955925
46,2018,6,6,7,7,864289
47,2018,6,6,143,130,6651089
48,2018,6,6,272,241,27885195
49,2018,6,6,56,47,3045350
50,2018,6,6,8,8,624977
51,2018,6,6,111,104,8413774
53,2018,6,6,100,82,7294336
54,2018,6,6,79,74,1829054
55,2018,6,6,87,78,5778394
56,2018,6,6,5,5,581836
11,2018,6,6,17,15,684498
1,2019,6,18,73,67,4876250
2,2019,6,18,11,8,737068
4,2019,6,18,143,125,7050299
5,2019,6,18,28,19,2999370
6,2019,6,18,550,502,39283497
8,2019,6,18,84,67,5610349
9,2019,6,18,117,111,3575074
10,2019,6,18,44,42,957248
12,2019,6,18,454,420,20901636
13,2019,6,18,104,88,10403847
15,2019,6,18,22,19,1422094
16,2019,6,18,30,25,1717750
17,2019,6,18,217,200,12770631
18,2019,6,18,139,126,6665703
19,2019,6,18,21,19,3139508
20,2019,6,18,38,31,2910652
21,2019,6,18,101,95,4449052
22,2019,6,18,90,79,4664362
23,2019,6,18,40,34,1335492
24,2019,6,18,195,50,6018848
25,2019,6,18,188,177,6850553
26,2019,6,18,184,154,9965265
27,2019,6,18,70,50,5563378
28,2019,6,18,44,42,2984418
29,2019,6,18,96,88,6104910
30,2019,6,18,11,2,1050649
31,2019,6,18,7,7,1914571
32,2019,6,18,54,46,2972382
33,2019,6,18,27,25,1348124
34,2019,6,18,218,215,8878503
35,2019,6,18,60,54,2092454
36,2019,6,18,294,265,19572319
37,2019,6,18,203,192,10264876
38,2019,6,18,7,3,756717
39,2019,6,18,352,338,11655397
40,2019,6,18,54,46,3932870
41,2019,6,18,55,38,4129803
42,2019,6,18,362,334,12791530
44,2019,6,18,26,22,1057231
45,2019,6,18,85,77,5020806
46,2019,6,18,10,4,870638
47,2019,6,18,188,179,6709356
48,2019,6,18,244,215,28260856
49,2019,6,18,49,42,3096848
50,2019,6,18,8,8,624313
51,2019,6,18,113,103,8454463
53,2019,6,18,110,99,7404107
54,2019,6,18,61,56,1817305
55,2019,6,18,84,77,5790716
56,2019,6,18,5,3,581024
11,2019,6,18,29,25,692683
1,2020,6,30,97,90,4893186
2,2020,6,30,15,14,736990
4,2020,6,30,280,258,7174064
5,2020,6,30,47,41,3011873
6,2020,6,30,769,722,39346023
8,2020,6,30,110,96,5684926
9,2020,6,30,117,113,3570549
10,2020,6,30,47,45,967679
12,2020,6,30,653,615,21216924
13,2020,6,30,176,169,10516579
15,2020,6,30,27,23,1420074
16,2020,6,30,24,21,1754367
17,2020,6,30,294,279,12716164
18,2020,6,30,196,171,6696893
19,2020,6,30,39,29,3150011
20,2020,6,30,43,37,2912619
21,2020,6,30,163,158,4461952
22,2020,6,30,167,154,4664616
23,2020,6,30,47,43,1340825
24,2020,6,30,236,90,6037624
25,2020,6,30,202,178,6873003
26,2020,6,30,283,237,9973907
27,2020,6,30,83,78,5600166
28,2020,6,30,53,48,2981835
29,2020,6,30,159,147,6124160
30,2020,6,30,8,3,1061705
31,2020,6,30,15,13,1923826
32,2020,6,30,67,61,3030281
33,2020,6,30,26,24,1355244
34,2020,6,30,240,235,8885418
35,2020,6,30,80,73,2097021
36,2020,6,30,410,380,19514849
37,2020,6,30,267,259,10386227
38,2020,6,30,6,6,760394
39,2020,6,30,532,511,11675275
40,2020,6,30,62,55,3949342
41,2020,6,30,56,53,4176346
42,2020,6,30,464,433,12794885
44,2020,6,30,29,27,1057798
45,2020,6,30,165,155,5091517
46,2020,6,30,10,4,879336
47,2020,6,30,301,288,6772268
48,2020,6,30,360,327,28635442
49,2020,6,30,52,36,3151239
50,2020,6,30,11,11,624340
51,2020,6,30,172,162,8509358
53,2020,6,30,153,141,7512465
54,2020,6,30,135,130,1807426
55,2020,6,30,142,131,5806975
56,2020,6,30,5,3,581348
11,2020,6,30,40,40,701974
1,2021,6,42,112,104,4997675
2,2021,6,42,20,18,735951
4,2021,6,42,261,237,7079203
5,2021,6,42,51,49,3006309
6,2021,6,42,968,917,39455353
8,2021,6,42,171,156,5723176
9,2021,6,42,131,124,3605330
10,2021,6,42,44,44,981892
12,2021,6,42,751,712,21339762
13,2021,6,42,184,174,10625615
15,2021,6,42,20,20,1453498
16,2021,6,42,39,32,1811617
17,2021,6,42,325,308,12821813
18,2021,6,42,210,188,6751340
19,2021,6,42,39,33,3179090
20,2021,6,42,56,51,2932099
21,2021,6,42,199,192,4494141
22,2021,6,42,197,190,4657305
23,2021,6,42,53,52,1357046
24,2021,6,42,248,99,6148545
25,2021,6,42,210,190,6991852
26,2021,6,42,259,220,10062512
27,2021,6,42,86,79,5670472
28,2021,6,42,59,58,2967023
29,2021,6,42,183,170,6141534
30,2021,6,42,11,11,1077978
31,2021,6,42,18,15,1951480
32,2021,6,42,98,88,3059238
33,2021,6,42,39,37,1372175
34,2021,6,42,283,275,9234024
35,2021,6,42,94,88,2109366
36,2021,6,42,466,434,20114745
37,2021,6,42,322,309,10367022
38,2021,6,42,5,5,773344
39,2021,6,42,415,394,11769923
40,2021,6,42,79,72,3948136
41,2021,6,42,106,96,4207177
42,2021,6,42,454,423,12970650
44,2021,6,42,25,23,1091949
45,2021,6,42,181,175,5078903
46,2021,6,42,6,6,881785
47,2021,6,42,325,316,6859497
48,2021,6,42,427,393,28862581
49,2021,6,42,55,48,3231370
50,2021,6,42,20,17,641637
51,2021,6,42,199,194,8582479
53,2021,6,42,185,173,7617364
54,2021,6,42,113,110,1801049
55,2021,6,42,157,145,5871661
56,2021,6,42,10,10,576641
11,2021,6,42,43,42,683154
1,2022,6,54,111,102,4997675
2,2022,6,54,30,26,735951
4,2022,6,54,240,220,7079203
5,2022,6,54,43,38,3006309
6,2022,6,54,908,862,39455353
8,2022,6,54,126,113,5723176
9,2022,6,54,118,112,3605330
10,2022,6,54,51,50,981892
12,2022,6,54,635,602,21339762
13,2022,6,54,230,211,10625615
15,2022,6,54,19,16,1453498
16,2022,6,54,37,30,1811617
17,2022,6,54,287,271,12821813
18,2022,6,54,207,194,6751340
19,2022,6,54,38,31,3179090
20,2022,6,54,62,57,2932099
21,2022,6,54,202,193,4494141
22,2022,6,54,212,197,4657305
23,2022,6,54,64,62,1357046
24,2022,6,54,201,102,6148545
25,2022,6,54,228,212,6991852
26,2022,6,54,239,195,10062512
27,2022,6,54,121,107,5670472
28,2022,6,54,56,51,2967023
29,2022,6,54,178,163,6141534
30,2022,6,54,4,4,1077978
31,2022,6,54,30,27,1951480
32,2022,6,54,96,89,3059238
33,2022,6,54,45,42,1372175
34,2022,6,54,235,223,9234024
35,2022,6,54,83,75,2109366
36,2022,6,54,546,499,20114745
37,2022,6,54,372,357,10367022
38,2022,6,54,15,14,773344
39,2022,6,54,411,397,11769923
40,2022,6,54,105,100,3948136
41,2022,6,54,97,84,4207177
42,2022,6,54,438,421,12970650
44,2022,6,54,37,34,1091949
45,2022,6,54,192,186,5078903
46,2022,6,54,4,4,881785
47,2022,6,54,293,281,6859497
48,2022,6,54,473,448,28862581
49,2022,6,54,45,35,3231370
50,2022,6,54,18,15,641637
51,2022,6,54,201,186,8582479
53,2022,6,54,202,189,7617364
54,2022,6,54,101,99,1801049
55,2022,6,54,149,137,5871661
56,2022,6,54,5,5,576641
11,2022,6,54,46,46,683154
1,2023,6,66,136,125,4997675
2,2023,6,66,29,26,735951
4,2023,6,66,189,177,7079203
5,2023,6,66,40,37,3006309
6,2023,6,66,932,880,39455353
8,2023,6,66,161,148,5723176
9,2023,6,66,110,104,3605330
10,2023,6,66,42,38,981892
12,2023,6,66,598,558,21339762
13,2023,6,66,204,193,10625615
15,2023,6,66,39,37,1453498
16,2023,6,66,34,28,1811617
17,2023,6,66,300,285,12821813
18,2023,6,66,168,149,6751340
19,2023,6,66,38,29,3179090
20,2023,6,66,69,64,2932099
21,2023,6,66,168,160,4494141
22,2023,6,66,206,191,4657305
23,2023,6,66,56,53,1357046
24,2023,6,66,222,122,6148545
25,2023,6,66,214,197,6991852
26,2023,6,66,221,186,10062512
27,2023,6,66,131,117,5670472
28,2023,6,66,55,52,2967023
29,2023,6,66,150,135,6141534
30,2023,6,66,19,16,1077978
31,2023,6,66,13,10,1951480
32,2023,6,66,91,88,3059238
33,2023,6,66,35,33,1372175
34,2023,6,66,232,223,9234024
35,2023,6,66,100,96,2109366
36,2023,6,66,557,526,20114745
37,2023,6,66,222,209,10367022
38,2023,6,66,16,13,773344
39,2023,6,66,403,383,11769923
40,2023,6,66,89,84,3948136
41,2023,6,66,160,148,4207177
42,2023,6,66,387,357,12970650
44,2023,6,66,31,30,1091949
45,2023,6,66,210,206,5078903
46,2023,6,66,2,2,881785
47,2023,6,66,298,296,6859497
48,2023,6,66,477,447,28862581
49,2023,6,66,63,55,3231370
50,2023,6,66,17,16,641637
51,2023,6,66,232,218,8582479
53,2023,6,66,286,268,7617364
54,2023,6,66,108,107,1801049
55,2023,6,66,155,143,5871661
56,2023,6,66,11,10,576641
11,2023,6,66,50,49,683154
1,2018,7,7,66,58,4864680
2,2018,7,7,3,1,738516
4,2018,7,7,191,169,6946685
5,2018,7,7,40,30,2990671
6,2018,7,7,476,421,39148760
8,2018,7,7,92,74,5531141
9,2018,7,7,98,92,3581504
10,2018,7,7,32,30,949495
12,2018,7,7,405,365,20598139
13,2018,7,7,119,106,10297484
15,2018,7,7,19,19,1422029
16,2018,7,7,28,24,1687809
17,2018,7,7,246,223,12821497
18,2018,7,7,150,134,6637426
19,2018,7,7,22,15,3132499
20,2018,7,7,34,28,2908776
21,2018,7,7,104,97,4440204
22,2018,7,7,85,74,4663616
23,2018,7,7,36,32,1332813
24,2018,7,7,170,32,6003435
25,2018,7,7,205,194,6830193
26,2018,7,7,250,208,9957488
27,2018,7,7,56,46,5527358
28,2018,7,7,28,26,2988762
29,2018,7,7,144,127,6090062
30,2018,7,7,7,7,1041732
31,2018,7,7,11,9,1904760
32,2018,7,7,90,83,2922849
33,2018,7,7,54,51,1343622
34,2018,7,7,236,221,8881845
35,2018,7,7,45,36,2092434
36,2018,7,7,322,280,19618453
37,2018,7,7,178,162,10155624
38,2018,7,7,6,2,752201
39,2018,7,7,363,345,11641879
40,2018,7,7,51,45,3918137
41,2018,7,7,41,32,4081943
42,2018,7,7,396,366,12791181
44,2018,7,7,25,23,1056611
45,2018,7,7,93,88,4955925
46,2018,7,7,9,9,864289
47,2018,7,7,163,149,6651089
48,2018,7,7,278,245,27885195
49,2018,7,7,57,49,3045350
50,2018,7,7,15,11,624977
51,2018,7,7,118,106,8413774
53,2018,7,7,93,76,7294336
54,2018,7,7,78,76,1829054
55,2018,7,7,81,67,5778394
56,2018,7,7,8,3,581836
11,2018,7,7,26,26,684498
1,2019,7,19,61,58,4876250
2,2019,7,19,5,5,737068
4,2019,7,19,219,205,7050299
5,2019,7,19,26,23,2999370
6,2019,7,19,539,497,39283497
8,2019,7,19,92,71,5610349
9,2019,7,19,126,119,3575074
10,2019,7,19,39,39,957248
12,2019,7,19,454,406,20901636
13,2019,7,19,109,100,10403847
15,2019,7,19,19,15,1422094
16,2019,7,19,12,12,1717750
17,2019,7,19,219,206,12770631
18,2019,7,19,163,142,6665703
19,2019,7,19,36,27,3139508
20,2019,7,19,36,30,2910652
21,2019,7,19,109,104,4449052
22,2019,7,19,92,80,4664362
23,2019,7,19,30,23,1335492
24,2019,7,19,192,52,6018848
25,2019,7,19,189,178,6850553
26,2019,7,19,205,171,9965265
27,2019,7,19,69,58,5563378
28,2019,7,19,36,34,2984418
29,2019,7,19,141,125,6104910
30,2019,7,19,19,16,1050649
31,2019,7,19,13,11,1914571
32,2019,7,19,76,71,2972382
33,2019,7,19,24,21,1348124
34,2019,7,19,247,229,8878503
35,2019,7,19,62,54,2092454
36,2019,7,19,363,319,19572319
37,2019,7,19,181,157,10264876
38,2019,7,19,14,11,756717
39,2019,7,19,377,364,11655397
40,2019,7,19,49,42,3932870
41,2019,7,19,54,48,4129803
42,2019,7,19,373,346,12791530
44,2019,7,19,29,28,1057231
45,2019,7,19,91,84,5020806
46,2019,7,19,4,4,870638
47,2019,7,19,183,174,6709356
48,2019,7,19,280,259,28260856
49,2019,7,19,50,44,3096848
50,2019,7,19,11,11,624313
51,2019,7,19,107,96,8454463
53,2019,7,19,106,92,7404107
54,2019,7,19,84,82,1817305
55,2019,7,19,106,95,5790716
56,2019,7,19,8,8,581024
11,2019,7,19,28,28,692683
1,2020,7,31,78,71,4893186
2,2020,7,31,12,10,736990
4,2020,7,31,319,296,7174064
5,2020,7,31,51,40,3011873
6,2020,7,31,890,850,39346023
8,2020,7,31,147,122,5684926
9,2020,7,31,140,133,3570549
10,2020,7,31,40,39,967679
12,2020,7,31,669,623,21216924
13,2020,7,31,184,175,10516579
15,2020,7,31,23,19,1420074
16,2020,7,31,30,25,1754367
17,2020,7,31,293,272,12716164
18,2020,7,31,211,181,6696893
19,2020,7,31,32,29,3150011
20,2020,7,31,52,46,2912619
21,2020,7,31,190,184,4461952
22,2020,7,31,173,156,4664616
23,2020,7,31,42,38,1340825
24,2020,7,31,229,80,6037624
25,2020,7,31,211,196,6873003
26,2020,7,31,240,189,9973907
27,2020,7,31,86,79,5600166
28,2020,7,31,47,45,2981835
29,2020,7,31,162,149,6124160
30,2020,7,31,13,10,1061705
31,2020,7,31,13,10,1923826
32,2020,7,31,91,84,3030281
33,2020,7,31,40,37,1355244
34,2020,7,31,224,215,8885418
35,2020,7,31,65,63,2097021
36,2020,7,31,445,417,19514849
37,2020,7,31,290,269,10386227
38,2020,7,31,10,6,760394
39,2020,7,31,486,476,11675275
40,2020,7,31,73,67,3949342
41,2020,7,31,69,57,4176346
42,2020,7,31,480,456,12794885
44,2020,7,31,42,40,1057798
45,2020,7,31,156,149,5091517
46,2020,7,31,9,3,879336
47,2020,7,31,279,260,6772268
48,2020,7,31,412,375,28635442
49,2020,7,31,77,64,3151239
50,2020,7,31,16,14,624340
51,2020,7,31,209,194,8509358
53,2020,7,31,148,134,7512465
54,2020,7,31,107,105,1807426
55,2020,7,31,129,122,5806975
56,2020,7,31,10,8,581348
11,2020,7,31,34,33,701974
1,2021,7,43,105,98,4997675
2,2021,7,43,21,20,735951
4,2021,7,43,281,261,7079203
5,2021,7,43,40,31,3006309
6,2021,7,43,985,950,39455353
8,2021,7,43,172,149,5723176
9,2021,7,43,150,143,3605330
10,2021,7,43,33,32,981892
12,2021,7,43,674,632,21339762
13,2021,7,43,177,164,10625615
15,2021,7,43,40,33,1453498
16,2021,7,43,36,30,1811617
17,2021,7,43,355,344,12821813
18,2021,7,43,231,215,6751340
19,2021,7,43,46,42,3179090
20,2021,7,43,61,57,2932099
21,2021,7,43,195,189,4494141
22,2021,7,43,245,219,4657305
23,2021,7,43,42,42,1357046
24,2021,7,43,251,87,6148545
25,2021,7,43,212,202,6991852
26,2021,7,43,249,215,10062512
27,2021,7,43,121,109,5670472
28,2021,7,43,68,64,2967023
29,2021,7,43,175,162,6141534
30,2021,7,43,18,17,1077978
31,2021,7,43,16,13,1951480
32,2021,7,43,126,122,3059238
33,2021,7,43,37,34,1372175
34,2021,7,43,254,246,9234024
35,2021,7,43,106,99,2109366
36,2021,7,43,495,454,20114745
37,2021,7,43,349,337,10367022
38,2021,7,43,9,9,773344
39,2021,7,43,496,478,11769923
40,2021,7,43,79,67,3948136
41,2021,7,43,104,94,4207177
42,2021,7,43,508,476,12970650
44,2021,7,43,30,28,1091949
45,2021,7,43,186,178,5078903
46,2021,7,43,10,1,881785
47,2021,7,43,306,300,6859497
48,2021,7,43,430,405,28862581
49,2021,7,43,66,56,3231370
50,2021,7,43,28,24,641637
51,2021,7,43,195,188,8582479
53,2021,7,43,209,192,7617364
54,2021,7,43,115,114,1801049
55,2021,7,43,157,138,5871661
56,2021,7,43,7,4,576641
11,2021,7,43,52,52,683154
1,2022,7,55,144,140,4997675
2,2022,7,55,20,18,735951
4,2022,7,55,373,336,7079203
5,2022,7,55,52,47,3006309
6,2022,7,55,985,934,39455353
8,2022,7,55,154,135,5723176
9,2022,7,55,122,113,3605330
10,2022,7,55,39,34,981892
12,2022,7,55,702,649,21339762
13,2022,7,55,221,207,10625615
15,2022,7,55,30,26,1453498
16,2022,7,55,32,24,1811617
17,2022,7,55,293,281,12821813
18,2022,7,55,253,230,6751340
19,2022,7,55,33,22,3179090
20,2022,7,55,68,61,2932099
21,2022,7,55,203,190,4494141
22,2022,7,55,198,182,4657305
23,2022,7,55,66,62,1357046
24,2022,7,55,209,98,6148545
25,2022,7,55,241,223,6991852
26,2022,7,55,256,210,10062512
27,2022,7,55,110,104,5670472
28,2022,7,55,49,43,2967023
29,2022,7,55,192,176,6141534
30,2022,7,55,15,13,1077978
31,2022,7,55,18,16,1951480
32,2022,7,55,115,107,3059238
33,2022,7,55,42,41,1372175
34,2022,7,55,222,216,9234024
35,2022,7,55,79,71,2109366
36,2022,7,55,574,531,20114745
37,2022,7,55,315,298,10367022
38,2022,7,55,13,10,773344
39,2022,7,55,455,434,11769923
40,2022,7,55,109,103,3948136
41,2022,7,55,111,101,4207177
42,2022,7,55,460,436,12970650
44,2022,7,55,20,20,1091949
45,2022,7,55,213,206,5078903
46,2022,7,55,3,3,881785
47,2022,7,55,336,327,6859497
48,2022,7,55,515,481,28862581
49,2022,7,55,45,38,3231370
50,2022,7,55,35,32,641637
51,2022,7,55,202,196,8582479
53,2022,7,55,241,225,7617364
54,2022,7,55,128,122,1801049
55,2022,7,55,152,143,5871661
56,2022,7,55,6,2,576641
11,2022,7,55,43,42,683154
1,2023,7,67,155,139,4997675
2,2023,7,67,20,19,735951
4,2023,7,67,385,360,7079203
5,2023,7,67,42,40,3006309
6,2023,7,67,1108,1063,39455353
8,2023,7,67,171,150,5723176
9,2023,7,67,117,109,3605330
10,2023,7,67,57,56,981892
12,2023,7,67,671,621,21339762
13,2023,7,67,207,193,10625615
15,2023,7,67,36,32,1453498
16,2023,7,67,30,27,1811617
17,2023,7,67,252,235,12821813
18,2023,7,67,200,181,6751340
19,2023,7,67,46,39,3179090
20,2023,7,67,56,51,2932099
21,2023,7,67,164,151,4494141
22,2023,7,67,198,183,4657305
23,2023,7,67,48,44,1357046
24,2023,7,67,211,112,6148545
25,2023,7,67,194,182,6991852
26,2023,7,67,245,182,10062512
27,2023,7,67,105,97,5670472
28,2023,7,67,47,44,2967023
29,2023,7,67,151,139,6141534
30,2023,7,67,12,12,1077978
31,2023,7,67,20,17,1951480
32,2023,7,67,127,123,3059238
33,2023,7,67,39,38,1372175
34,2023,7,67,224,213,9234024
35,2023,7,67,99,94,2109366
36,2023,7,67,530,496,20114745
37,2023,7,67,247,230,10367022
38,2023,7,67,11,10,773344
39,2023,7,67,437,413,11769923
40,2023,7,67,99,92,3948136
41,2023,7,67,188,176,4207177
42,2023,7,67,414,389,12970650
44,2023,7,67,36,33,1091949
45,2023,7,67,169,162,5078903
46,2023,7,67,7,2,881785
47,2023,7,67,268,257,6859497
48,2023,7,67,523,497,28862581
49,2023,7,67,38,33,3231370
50,2023,7,67,23,22,641637
51,2023,7,67,213,207,8582479
53,2023,7,67,320,308,7617364
54,2023,7,67,118,117,1801049
55,2023,7,67,165,154,5871661
56,2023,7,67,3,3,576641
11,2023,7,67,49,47,683154
1,2018,8,8,54,45,4864680
2,2018,8,8,11,2,738516
4,2018,8,8,161,144,6946685
5,2018,8,8,46,36,2990671
6,2018,8,8,482,435,39148760
8,2018,8,8,83,69,5531141
9,2018,8,8,80,73,3581504
10,2018,8,8,47,45,949495
12,2018,8,8,385,338,20598139
13,2018,8,8,114,94,10297484
15,2018,8,8,16,13,1422029
16,2018,8,8,16,10,1687809
17,2018,8,8,201,190,12821497
18,2018,8,8,135,116,6637426
19,2018,8,8,20,13,3132499
20,2018,8,8,30,24,2908776
21,2018,8,8,124,119,4440204
22,2018,8,8,84,67,4663616
23,2018,8,8,32,29,1332813
24,2018,8,8,167,41,6003435
25,2018,8,8,185,177,6830193
26,2018,8,8,208,171,9957488
27,2018,8,8,48,43,5527358
28,2018,8,8,32,32,2988762
29,2018,8,8,153,138,6090062
30,2018,8,8,10,3,1041732
31,2018,8,8,3,1,1904760
32,2018,8,8,78,67,2922849
33,2018,8,8,35,32,1343622
34,2018,8,8,271,254,8881845
35,2018,8,8,50,44,2092434
36,2018,8,8,327,297,19618453
37,2018,8,8,189,171,10155624
38,2018,8,8,7,7,752201
39,2018,8,8,376,366,11641879
40,2018,8,8,63,49,3918137
41,2018,8,8,45,35,4081943
42,2018,8,8,387,352,12791181
44,2018,8,8,27,26,1056611
45,2018,8,8,83,77,4955925
46,2018,8,8,8,1,864289
47,2018,8,8,151,140,6651089
48,2018,8,8,279,247,27885195
49,2018,8,8,60,47,3045350
50,2018,8,8,1,1,624977
51,2018,8,8,144,132,8413774
53,2018,8,8,104,84,7294336
54,2018,8,8,89,85,1829054
55,2018,8,8,97,85,5778394
56,2018,8,8,8,8,581836
11,2018,8,8,23,23,684498
1,2019,8,20,70,62,4876250
2,2019,8,20,9,9,737068
4,2019,8,20,178,153,7050299
5,2019,8,20,21,16,2999370
6,2019,8,20,589,522,39283497
8,2019,8,20,92,78,5610349
9,2019,8,20,132,129,3575074
10,2019,8,20,41,39,957248
12,2019,8,20,434,396,20901636
13,2019,8,20,143,128,10403847
15,2019,8,20,25,21,1422094
16,2019,8,20,11,3,1717750
17,2019,8,20,252,226,12770631
18,2019,8,20,140,125,6665703
19,2019,8,20,29,25,3139508
20,2019,8,20,26,22,2910652
21,2019,8,20,89,79,4449052
22,2019,8,20,123,115,4664362
23,2019,8,20,40,38,1335492
24,2019,8,20,214,29,6018848
25,2019,8,20,182,170,6850553
26,2019,8,20,166,130,9965265
27,2019,8,20,67,47,5563378
28,2019,8,20,29,26,2984418
29,2019,8,20,162,152,6104910
30,2019,8,20,15,3,1050649
31,2019,8,20,11,5,1914571
32,2019,8,20,69,53,2972382
33,2019,8,20,27,26,1348124
34,2019,8,20,282,271,8878503
35,2019,8,20,47,43,2092454
36,2019,8,20,313,283,19572319
37,2019,8,20,166,157,10264876
38,2019,8,20,7,7,756717
39,2019,8,20,345,329,11655397
40,2019,8,20,51,43,3932870
41,2019,8,20,53,44,4129803
42,2019,8,20,407,375,12791530
44,2019,8,20,23,22,1057231
45,2019,8,20,109,105,5020806
46,2019,8,20,11,1,870638
47,2019,8,20,163,155,6709356
48,2019,8,20,297,256,28260856
49,2019,8,20,41,34,3096848
50,2019,8,20,16,13,624313
51,2019,8,20,129,113,8454463
53,2019,8,20,116,97,7404107
54,2019,8,20,78,78,1817305
55,2019,8,20,110,102,5790716
56,2019,8,20,6,6,581024
11,2019,8,20,34,32,692683
1,2020,8,32,85,77,4893186
2,2020,8,32,10,8,736990
4,2020,8,32,285,262,7174064
5,2020,8,32,42,32,3011873
6,2020,8,32,994,943,39346023
8,2020,8,32,155,140,5684926
9,2020,8,32,95,93,3570549
10,2020,8,32,39,39,967679
12,2020,8,32,642,615,21216924
13,2020,8,32,152,140,10516579
15,2020,8,32,21,20,1420074
16,2020,8,32,20,20,1754367
17,2020,8,32,295,277,12716164
18,2020,8,32,173,159,6696893
19,2020,8,32,27,22,3150011
20,2020,8,32,41,37,2912619
21,2020,8,32,175,171,4461952
22,2020,8,32,173,162,4664616
23,2020,8,32,38,37,1340825
24,2020,8,32,244,81,6037624
25,2020,8,32,170,157,6873003
26,2020,8,32,209,174,9973907
27,2020,8,32,107,101,5600166
28,2020,8,32,58,56,2981835
29,2020,8,32,151,144,6124160
30,2020,8,32,13,11,1061705
31,2020,8,32,22,19,1923826
32,2020,8,32,102,94,3030281
33,2020,8,32,21,20,1355244
34,2020,8,32,242,231,8885418
35,2020,8,32,87,84,2097021
36,2020,8,32,432,399,19514849
37,2020,8,32,285,265,10386227
38,2020,8,32,8,4,760394
39,2020,8,32,400,381,11675275
40,2020,8,32,67,59,3949342
41,2020,8,32,72,63,4176346
42,2020,8,32,443,413,12794885
44,2020,8,32,40,38,1057798
45,2020,8,32,159,153,5091517
46,2020,8,32,7,7,879336
47,2020,8,32,263,258,6772268
48,2020,8,32,437,401,28635442
49,2020,8,32,63,53,3151239
50,2020,8,32,18,17,624340
51,2020,8,32,196,186,8509358
53,2020,8,32,147,132,7512465
54,2020,8,32,104,101,1807426
55,2020,8,32,127,116,5806975
56,2020,8,32,6,6,581348
11,2020,8,32,53,52,701974
1,2021,8,44,113,109,4997675
2,2021,8,44,26,21,735951
4,2021,8,44,281,262,7079203
5,2021,8,44,58,51,3006309
6,2021,8,44,1007,964,39455353
8,2021,8,44,177,161,5723176
9,2021,8,44,143,140,3605330
10,2021,8,44,41,40,981892
12,2021,8,44,684,647,21339762
13,2021,8,44,194,179,10625615
15,2021,8,44,17,16,1453498
16,2021,8,44,26,23,1811617
17,2021,8,44,331,307,12821813
18,2021,8,44,239,214,6751340
19,2021,8,44,43,35,3179090
20,2021,8,44,77,66,2932099
21,2021,8,44,203,194,4494141
22,2021,8,44,211,195,4657305
23,2021,8,44,49,46,1357046
24,2021,8,44,197,73,6148545
25,2021,8,44,232,222,6991852
26,2021,8,44,269,214,10062512
27,2021,8,44,132,122,5670472
28,2021,8,44,56,55,2967023
29,2021,8,44,194,180,6141534
30,2021,8,44,21,19,1077978
31,2021,8,44,36,33,1951480
32,2021,8,44,80,73,3059238
33,2021,8,44,37,36,1372175
34,2021,8,44,266,250,9234024
35,2021,8,44,106,99,2109366
36,2021,8,44,547,513,20114745
37,2021,8,44,317,307,10367022
38,2021,8,44,11,8,773344
39,2021,8,44,446,428,11769923
40,2021,8,44,97,89,3948136
41,2021,8,44,96,90,4207177
42,2021,8,44,446,428,12970650
44,2021,8,44,44,42,1091949
45,2021,8,44,180,172,5078903
46,2021,8,44,10,5,881785
47,2021,8,44,330,316,6859497
48,2021,8,44,425,400,28862581
49,2021,8,44,51,43,3231370
50,2021,8,44,20,16,641637
51,2021,8,44,221,209,8582479
53,2021,8,44,218,205,7617364
54,2021,8,44,139,136,1801049
55,2021,8,44,149,134,5871661
56,2021,8,44,12,11,576641
11,2021,8,44,43,43,683154
1,2022,8,56,131,123,4997675
2,2022,8,56,20,19,735951
4,2022,8,56,241,223,7079203
5,2022,8,56,52,43,3006309
6,2022,8,56,990,937,39455353
8,2022,8,56,154,143,5723176
9,2022,8,56,118,111,3605330
10,2022,8,56,49,49,981892
12,2022,8,56,653,612,21339762
13,2022,8,56,214,196,10625615
15,2022,8,56,24,21,1453498
16,2022,8,56,33,29,1811617
17,2022,8,56,316,302,12821813
18,2022,8,56,236,223,6751340
19,2022,8,56,43,33,3179090
20,2022,8,56,67,56,2932099
21,2022,8,56,191,185,4494141
22,2022,8,56,183,168,4657305
23,2022,8,56,64,61,1357046
24,2022,8,56,189,89,6148545
25,2022,8,56,210,194,6991852
26,2022,8,56,242,195,10062512
27,2022,8,56,120,115,5670472
