"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"Nov., 2019"	"2019/11"	48	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2019"	"2019/12"	57	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2020"	"2020/01"	60	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2020"	"2020/02"	51	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2020"	"2020/03"	81	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2020"	"2020/04"	82	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2020"	"2020/05"	97	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2020"	"2020/06"	77	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2020"	"2020/07"	74	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2020"	"2020/08"	101	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2020"	"2020/09"	77	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2020"	"2020/10"	80	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2020"	"2020/11"	77	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2020"	"2020/12"	87	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2021"	"2021/01"	97	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2021"	"2021/02"	92	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2021"	"2021/03"	117	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2021"	"2021/04"	100	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2021"	"2021/05"	99	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2021"	"2021/06"	77	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2021"	"2021/07"	104	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2021"	"2021/08"	128	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2021"	"2021/09"	97	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2021"	"2021/10"	103	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2021"	"2021/11"	108	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2021"	"2021/12"	114	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2022 (provisional)"	"2022/01"	115	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2022 (provisional)"	"2022/02"	83	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2022 (provisional)"	"2022/03"	102	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2022 (provisional)"	"2022/04"	83	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2022 (provisional)"	"2022/05"	113	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2022 (provisional)"	"2022/06"	105	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2022 (provisional)"	"2022/07"	103	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2022 (provisional)"	"2022/08"	116	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2022 (provisional)"	"2022/09"	97	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2022 (provisional)"	"2022/10"	116	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2022 (provisional)"	"2022/11"	111	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2022 (provisional)"	"2022/12"	127	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2023 (provisional)"	"2023/01"	106	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2023 (provisional)"	"2023/02"	90	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2023 (provisional)"	"2023/03"	57	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2018"	"2018/01"	22	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2018"	"2018/02"	26	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2018"	"2018/03"	26	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2018"	"2018/04"	15	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2018"	"2018/07"	29	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2018"	"2018/08"	33	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2018"	"2018/09"	24	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2018"	"2018/10"	19	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2018"	"2018/11"	27	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2019"	"2019/01"	24	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2019"	"2019/02"	21	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2019"	"2019/03"	37	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2019"	"2019/04"	27	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2019"	"2019/05"	34	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2019"	"2019/06"	40	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2019"	"2019/07"	37	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2019"	"2019/08"	29	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2019"	"2019/09"	22	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2019"	"2019/10"	31	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2019"	"2019/11"	31	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2019"	"2019/12"	30	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2020"	"2020/01"	29	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2020"	"2020/02"	35	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2020"	"2020/03"	44	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2020"	"2020/04"	50	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2020"	"2020/05"	56	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2020"	"2020/06"	54	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2020"	"2020/07"	47	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2020"	"2020/08"	64	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2020"	"2020/09"	40	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2020"	"2020/10"	41	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2020"	"2020/11"	43	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2020"	"2020/12"	47	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2021"	"2021/01"	64	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2021"	"2021/02"	71	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2021"	"2021/03"	68	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2021"	"2021/04"	80	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2021"	"2021/05"	64	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2021"	"2021/06"	61	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2021"	"2021/07"	70	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2021"	"2021/08"	57	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2021"	"2021/09"	60	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2021"	"2021/10"	62	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2021"	"2021/11"	41	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2021"	"2021/12"	55	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2022 (provisional)"	"2022/01"	65	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2022 (provisional)"	"2022/02"	48	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2022 (provisional)"	"2022/03"	71	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2022 (provisional)"	"2022/04"	52	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2022 (provisional)"	"2022/05"	74	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2022 (provisional)"	"2022/06"	54	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2022 (provisional)"	"2022/07"	51	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2022 (provisional)"	"2022/08"	58	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2022 (provisional)"	"2022/09"	64	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2022 (provisional)"	"2022/10"	65	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2022 (provisional)"	"2022/11"	39	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2022 (provisional)"	"2022/12"	61	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2023 (provisional)"	"2023/01"	59	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2023 (provisional)"	"2023/02"	49	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2023 (provisional)"	"2023/03"	30	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2018"	"2018/01"	110	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2018"	"2018/02"	107	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2018"	"2018/03"	116	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2018"	"2018/04"	106	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2018"	"2018/05"	109	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2018"	"2018/06"	136	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2018"	"2018/07"	122	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2018"	"2018/08"	136	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2018"	"2018/09"	124	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2018"	"2018/10"	143	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2018"	"2018/11"	125	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2018"	"2018/12"	126	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2019"	"2019/01"	137	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2019"	"2019/02"	113	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2019"	"2019/03"	120	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2019"	"2019/04"	80	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2019"	"2019/05"	100	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2019"	"2019/06"	92	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2019"	"2019/07"	123	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2019"	"2019/08"	144	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2019"	"2019/09"	135	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2019"	"2019/10"	124	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2019"	"2019/11"	125	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2019"	"2019/12"	138	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2020"	"2020/01"	128	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2020"	"2020/02"	141	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2020"	"2020/03"	144	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2020"	"2020/04"	182	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2020"	"2020/05"	181	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2020"	"2020/06"	140	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2020"	"2020/07"	145	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2020"	"2020/08"	143	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2020"	"2020/09"	125	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2020"	"2020/10"	150	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2020"	"2020/11"	138	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2020"	"2020/12"	126	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2021"	"2021/01"	164	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2021"	"2021/02"	152	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2021"	"2021/03"	166	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2021"	"2021/04"	201	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2021"	"2021/05"	184	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2021"	"2021/06"	170	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2021"	"2021/07"	160	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2021"	"2021/08"	175	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2021"	"2021/09"	159	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2021"	"2021/10"	166	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2021"	"2021/11"	162	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2021"	"2021/12"	160	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2022 (provisional)"	"2022/01"	176	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2022 (provisional)"	"2022/02"	149	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2022 (provisional)"	"2022/03"	160	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2022 (provisional)"	"2022/04"	172	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2022 (provisional)"	"2022/05"	172	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2022 (provisional)"	"2022/06"	169	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2022 (provisional)"	"2022/07"	171	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2022 (provisional)"	"2022/08"	172	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2022 (provisional)"	"2022/09"	170	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2022 (provisional)"	"2022/10"	165	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2022 (provisional)"	"2022/11"	155	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2022 (provisional)"	"2022/12"	184	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2023 (provisional)"	"2023/01"	158	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2023 (provisional)"	"2023/02"	157	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2023 (provisional)"	"2023/03"	115	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2018"	"2018/02"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2018"	"2018/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2018"	"2018/04"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2018"	"2018/05"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2018"	"2018/07"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2018"	"2018/08"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2018"	"2018/09"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2018"	"2018/11"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2019"	"2019/01"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2019"	"2019/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2019"	"2019/07"	18	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2019"	"2019/11"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2019"	"2019/12"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2020"	"2020/01"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2020"	"2020/02"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2020"	"2020/03"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2020"	"2020/04"	20	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2020"	"2020/05"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2020"	"2020/07"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2020"	"2020/08"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2020"	"2020/09"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2020"	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2020"	"2020/11"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2020"	"2020/12"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2021"	"2021/01"	19	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2021"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2021"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2021"	"2021/04"	16	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2021"	"2021/05"	26	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2021"	"2021/06"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2021"	"2021/07"	19	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2021"	"2021/08"	17	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2021"	"2021/09"	16	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2021"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2021"	"2021/11"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2021"	"2021/12"	17	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2022 (provisional)"	"2022/04"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2022 (provisional)"	"2022/05"	22	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2022 (provisional)"	"2022/06"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2022 (provisional)"	"2022/07"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2022 (provisional)"	"2022/08"	17	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2022 (provisional)"	"2022/09"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2022 (provisional)"	"2022/10"	13	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2022 (provisional)"	"2022/11"	16	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2022 (provisional)"	"2022/12"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2023 (provisional)"	"2023/01"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2023 (provisional)"	"2023/02"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2023 (provisional)"	"2023/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2018"	"2018/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2018"	"2018/04"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2018"	"2018/07"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2018"	"2018/08"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2018"	"2018/09"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2019"	"2019/02"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2019"	"2019/05"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2019"	"2019/07"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2019"	"2019/09"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2019"	"2019/11"	12	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2019"	"2019/12"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2020"	"2020/01"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2020"	"2020/02"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2020"	"2020/03"	18	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2020"	"2020/04"	21	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2020"	"2020/05"	15	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2020"	"2020/06"	14	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2020"	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2020"	"2020/08"	19	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2020"	"2020/09"	19	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2020"	"2020/10"	14	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2020"	"2020/11"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2020"	"2020/12"	18	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2021"	"2021/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2021"	"2021/02"	14	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2021"	"2021/03"	18	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2021"	"2021/04"	17	Not Applicable	Not Applicable
