"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"Jan., 2023 (provisional)"	"2023/01"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023 (provisional)"	"2023/02"	36	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023 (provisional)"	"2023/03"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2018"	"2018/01"	224	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2018"	"2018/02"	188	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2018"	"2018/03"	216	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2018"	"2018/04"	201	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2018"	"2018/05"	208	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2018"	"2018/06"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2018"	"2018/07"	221	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2018"	"2018/08"	192	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2018"	"2018/09"	204	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2018"	"2018/10"	226	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2018"	"2018/11"	182	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2018"	"2018/12"	221	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2019"	"2019/01"	174	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2019"	"2019/02"	163	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2019"	"2019/03"	191	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2019"	"2019/04"	185	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2019"	"2019/05"	246	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2019"	"2019/06"	207	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2019"	"2019/07"	219	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2019"	"2019/08"	230	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2019"	"2019/09"	233	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2019"	"2019/10"	215	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2019"	"2019/11"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2019"	"2019/12"	268	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020"	"2020/01"	253	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020"	"2020/02"	261	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020"	"2020/03"	275	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020"	"2020/04"	324	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020"	"2020/05"	388	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020"	"2020/06"	287	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	275	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	278	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	270	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	226	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	264	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	249	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	236	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	217	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	306	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	342	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	294	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	306	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	344	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	302	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	267	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	302	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	304	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	321	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022 (provisional)"	"2022/01"	344	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2022 (provisional)"	"2022/02"	293	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2022 (provisional)"	"2022/03"	313	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2022 (provisional)"	"2022/04"	283	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2022 (provisional)"	"2022/05"	303	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2022 (provisional)"	"2022/06"	268	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022 (provisional)"	"2022/07"	275	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022 (provisional)"	"2022/08"	304	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022 (provisional)"	"2022/09"	295	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2022 (provisional)"	"2022/10"	293	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2022 (provisional)"	"2022/11"	344	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2022 (provisional)"	"2022/12"	324	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2023 (provisional)"	"2023/01"	276	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2023 (provisional)"	"2023/02"	271	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2023 (provisional)"	"2023/03"	198	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2018"	"2018/01"	125	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2018"	"2018/02"	117	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2018"	"2018/03"	126	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2018"	"2018/04"	132	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2018"	"2018/05"	110	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2018"	"2018/06"	121	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2018"	"2018/07"	130	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2018"	"2018/08"	114	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2018"	"2018/09"	117	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2018"	"2018/10"	136	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2018"	"2018/11"	107	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2018"	"2018/12"	109	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2019"	"2019/01"	108	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2019"	"2019/02"	108	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2019"	"2019/03"	157	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2019"	"2019/04"	117	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2019"	"2019/05"	122	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2019"	"2019/06"	120	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2019"	"2019/07"	132	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2019"	"2019/08"	121	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2019"	"2019/09"	122	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2019"	"2019/10"	145	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2019"	"2019/11"	129	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2019"	"2019/12"	134	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	153	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	135	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	152	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	191	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	227	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	181	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	191	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	165	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	167	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	181	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	156	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	188	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	219	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	161	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	229	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	226	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	222	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	193	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	221	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	218	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	248	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	197	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	232	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	207	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022 (provisional)"	"2022/01"	205	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022 (provisional)"	"2022/02"	240	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022 (provisional)"	"2022/03"	221	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022 (provisional)"	"2022/04"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022 (provisional)"	"2022/05"	181	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022 (provisional)"	"2022/06"	189	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022 (provisional)"	"2022/07"	239	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022 (provisional)"	"2022/08"	216	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022 (provisional)"	"2022/09"	184	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022 (provisional)"	"2022/10"	221	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022 (provisional)"	"2022/11"	180	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022 (provisional)"	"2022/12"	191	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2023 (provisional)"	"2023/01"	192	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2023 (provisional)"	"2023/02"	166	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2023 (provisional)"	"2023/03"	102	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2018"	"2018/02"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2018"	"2018/05"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2018"	"2018/07"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2018"	"2018/09"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2018"	"2018/12"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2019"	"2019/01"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2019"	"2019/02"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2019"	"2019/03"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2019"	"2019/04"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2019"	"2019/05"	20	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2019"	"2019/06"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2019"	"2019/07"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2019"	"2019/08"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2019"	"2019/09"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2019"	"2019/10"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2019"	"2019/11"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2019"	"2019/12"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	25	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022 (provisional)"	"2022/02"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022 (provisional)"	"2022/03"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022 (provisional)"	"2022/04"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022 (provisional)"	"2022/05"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022 (provisional)"	"2022/06"	30	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022 (provisional)"	"2022/07"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022 (provisional)"	"2022/08"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022 (provisional)"	"2022/09"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022 (provisional)"	"2022/10"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022 (provisional)"	"2022/11"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022 (provisional)"	"2022/12"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2018"	"2018/03"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2018"	"2018/04"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2018"	"2018/05"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2018"	"2018/06"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2018"	"2018/07"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2018"	"2018/08"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2018"	"2018/09"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2018"	"2018/10"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2018"	"2018/12"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2019"	"2019/01"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2019"	"2019/02"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2019"	"2019/03"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2019"	"2019/04"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2019"	"2019/05"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2019"	"2019/06"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2019"	"2019/07"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2019"	"2019/08"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2019"	"2019/09"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2019"	"2019/10"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2019"	"2019/11"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2019"	"2019/12"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2020"	"2020/01"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2020"	"2020/04"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2020"	"2020/05"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2020"	"2020/06"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2020"	"2020/07"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2020"	"2020/08"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022 (provisional)"	"2022/01"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022 (provisional)"	"2022/02"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022 (provisional)"	"2022/03"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022 (provisional)"	"2022/04"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022 (provisional)"	"2022/05"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022 (provisional)"	"2022/06"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022 (provisional)"	"2022/07"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022 (provisional)"	"2022/08"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022 (provisional)"	"2022/09"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022 (provisional)"	"2022/10"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022 (provisional)"	"2022/11"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022 (provisional)"	"2022/12"	62	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	59	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023 (provisional)"	"2023/04"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023 (provisional)"	"2023/05"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023 (provisional)"	"2023/06"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023 (provisional)"	"2023/07"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023 (provisional)"	"2023/08"	0	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023 (provisional and partial)"	"2023/09"	0	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2018"	"2018/01"	106	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2018"	"2018/02"	114	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2018"	"2018/03"	98	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2018"	"2018/04"	118	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2018"	"2018/05"	82	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2018"	"2018/06"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2018"	"2018/07"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2018"	"2018/08"	126	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2018"	"2018/09"	104	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2018"	"2018/10"	109	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2018"	"2018/11"	97	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2018"	"2018/12"	91	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2019"	"2019/01"	103	Not Applicable	Not Applicable
